date_start,campaign_id,ad_set_id,ad_id,spend,impressions,clicks,reach,inline_link_clicks,actions,action_values
2026-03-23,MC009,AS013,AD020,416.63,27313,603,23715,416,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""1185.08""}]"
2026-03-23,MC009,AS013,AD021,396.53,25738,583,21036,474,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""535.38""}]"
2026-03-24,MC001,AS001,AD001,339.63,51650,346,42865,291,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""113.74""}]"
2026-03-24,MC001,AS001,AD002,349.49,55905,588,41177,448,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""173.44""}]"
2026-03-24,MC002,AS002,AD003,432.93,29781,743,21674,601,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1315.0""}]"
2026-03-24,MC002,AS002,AD004,332.47,22346,596,16161,416,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""519.97""}]"
2026-03-24,MC002,AS003,AD005,342.76,22223,473,16846,396,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""899.37""}]"
2026-03-24,MC004,AS006,AD009,178.09,13645,378,10574,319,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1036.95""}]"
2026-03-24,MC004,AS006,AD010,165.82,12320,348,9876,283,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""798.79""}]"
2026-03-24,MC004,AS007,AD011,173.84,11158,269,9210,228,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""704.53""}]"
2026-03-24,MC009,AS013,AD020,448.82,33074,581,26503,415,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1552.35""}]"
2026-03-24,MC009,AS013,AD021,381.04,31974,758,26329,552,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1008.67""}]"
2026-03-25,MC001,AS001,AD001,326.43,62519,433,47386,318,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""158.49""}]"
2026-03-25,MC001,AS001,AD002,332.58,46196,333,36700,255,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""136.37""}]"
2026-03-25,MC002,AS002,AD003,386.58,24671,637,21221,488,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""680.74""}]"
2026-03-25,MC002,AS002,AD004,324.22,23615,497,20646,396,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""943.04""}]"
2026-03-25,MC002,AS003,AD005,327.22,23610,675,18675,540,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1451.81""}]"
2026-03-25,MC004,AS006,AD009,171.78,13803,330,10352,254,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""756.72""}]"
2026-03-25,MC004,AS006,AD010,193.9,10812,238,8111,163,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""113.68""}]"
2026-03-25,MC004,AS007,AD011,173.01,12020,291,9859,230,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""658.39""}]"
2026-03-25,MC009,AS013,AD020,377.98,29739,624,23840,458,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1363.74""}]"
2026-03-25,MC009,AS013,AD021,437.2,31891,916,24918,599,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1615.61""}]"
2026-03-26,MC001,AS001,AD001,353.37,44213,326,34971,236,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""94.59""}]"
2026-03-26,MC001,AS001,AD002,336.43,49472,467,37153,381,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""123.5""}]"
2026-03-26,MC002,AS002,AD003,319.66,19818,443,16447,356,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""899.54""}]"
2026-03-26,MC002,AS002,AD004,330.95,25059,643,19427,515,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""900.89""}]"
2026-03-26,MC002,AS003,AD005,339.65,30016,666,24232,468,"[{""action_type"": ""purchase"", ""value"": ""13""}]","[{""action_type"": ""purchase"", ""value"": ""1176.91""}]"
2026-03-26,MC004,AS006,AD009,171.62,13129,325,10861,245,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""548.9""}]"
2026-03-26,MC004,AS006,AD010,161.41,8966,190,6942,149,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""448.69""}]"
2026-03-26,MC004,AS007,AD011,192.72,14912,350,11181,294,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""772.15""}]"
2026-03-26,MC009,AS013,AD020,412.88,30593,776,23311,598,"[{""action_type"": ""purchase"", ""value"": ""14""}]","[{""action_type"": ""purchase"", ""value"": ""1743.71""}]"
2026-03-26,MC009,AS013,AD021,411.03,26084,379,19048,286,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""478.78""}]"
2026-03-27,MC001,AS001,AD001,389.6,59628,506,50166,401,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""249.8""}]"
2026-03-27,MC001,AS001,AD002,341.61,46207,360,35447,275,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""137.61""}]"
2026-03-27,MC002,AS002,AD003,332.97,22618,615,17169,499,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1467.35""}]"
2026-03-27,MC002,AS002,AD004,353.6,28348,755,24481,546,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1846.61""}]"
2026-03-27,MC002,AS003,AD005,341.74,20489,506,17473,416,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""953.77""}]"
2026-03-27,MC004,AS006,AD009,183.94,12604,297,10916,219,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""544.51""}]"
2026-03-27,MC004,AS006,AD010,170.65,11293,287,9103,224,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""566.22""}]"
2026-03-27,MC004,AS007,AD011,203.65,15571,355,11778,234,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""401.58""}]"
2026-03-27,MC009,AS013,AD020,363.8,31990,606,25705,471,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1188.22""}]"
2026-03-27,MC009,AS013,AD021,400.74,26718,731,21053,556,"[{""action_type"": ""purchase"", ""value"": ""14""}]","[{""action_type"": ""purchase"", ""value"": ""1413.39""}]"
2026-03-28,MC001,AS001,AD001,339.24,48572,475,39100,310,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""147.31""}]"
2026-03-28,MC001,AS001,AD002,360.29,57465,560,41754,430,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""191.64""}]"
2026-03-28,MC002,AS002,AD003,343.46,21549,626,17537,496,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1682.83""}]"
2026-03-28,MC002,AS002,AD004,377.23,26552,463,21098,334,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""900.86""}]"
2026-03-28,MC002,AS003,AD005,320.71,20674,383,17994,273,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""600.08""}]"
2026-03-28,MC004,AS006,AD009,187.84,12458,315,9738,238,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""731.56""}]"
2026-03-28,MC004,AS006,AD010,173.52,11279,211,9879,164,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""681.98""}]"
2026-03-28,MC004,AS007,AD011,189.4,13799,345,11249,240,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""443.3""}]"
2026-03-28,MC009,AS013,AD020,376.05,32920,544,27181,427,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1857.55""}]"
2026-03-28,MC009,AS013,AD021,414.41,26609,713,20414,580,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""856.32""}]"
2026-03-29,MC001,AS001,AD001,367.59,65814,512,56593,340,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""109.89""}]"
2026-03-29,MC001,AS001,AD002,375.14,59584,527,52294,364,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""257.68""}]"
2026-03-29,MC002,AS002,AD003,354.42,23670,542,19444,409,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""890.75""}]"
2026-03-29,MC002,AS002,AD004,318.65,24462,570,18375,475,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1799.79""}]"
2026-03-29,MC002,AS003,AD005,359.39,23224,452,18303,305,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""812.75""}]"
2026-03-29,MC004,AS006,AD009,177.63,13034,310,9493,226,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""546.39""}]"
2026-03-29,MC004,AS006,AD010,176.49,12888,260,9865,204,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""656.85""}]"
2026-03-29,MC004,AS007,AD011,164.6,13264,305,9866,210,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""352.82""}]"
2026-03-29,MC009,AS013,AD020,410.14,27198,700,23288,562,"[{""action_type"": ""purchase"", ""value"": ""13""}]","[{""action_type"": ""purchase"", ""value"": ""1394.17""}]"
2026-03-29,MC009,AS013,AD021,393.09,30224,642,24648,486,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1377.08""}]"
2026-03-30,MC001,AS001,AD001,321.28,45640,345,34259,225,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""141.14""}]"
2026-03-30,MC001,AS001,AD002,418.92,63313,382,53508,261,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""143.69""}]"
2026-03-30,MC002,AS002,AD003,349.76,23561,557,18854,452,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1462.35""}]"
2026-03-30,MC002,AS002,AD004,409.8,30588,760,26386,556,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""1886.39""}]"
2026-03-30,MC002,AS003,AD005,392.69,21981,516,16781,390,"[{""action_type"": ""purchase"", ""value"": ""13""}]","[{""action_type"": ""purchase"", ""value"": ""1851.55""}]"
2026-03-30,MC004,AS006,AD009,175.96,16851,426,14652,298,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""692.15""}]"
2026-03-30,MC004,AS006,AD010,176.91,14883,286,12078,234,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""512.69""}]"
2026-03-30,MC004,AS007,AD011,160.44,10538,214,8697,161,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""266.49""}]"
2026-03-30,MC009,AS013,AD020,406.99,28092,570,23161,371,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1001.95""}]"
2026-03-30,MC009,AS013,AD021,411.9,25751,609,19366,488,"[{""action_type"": ""purchase"", ""value"": ""13""}]","[{""action_type"": ""purchase"", ""value"": ""1117.48""}]"
2026-03-31,MC001,AS001,AD001,324.53,56264,518,47502,426,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""110.87""}]"
2026-03-31,MC001,AS001,AD002,271.66,43693,430,31747,341,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""85.72""}]"
2026-03-31,MC002,AS002,AD003,321.66,20697,364,15466,254,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""151.21""}]"
2026-03-31,MC002,AS002,AD004,342.81,23410,578,16871,387,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""963.8""}]"
2026-03-31,MC002,AS003,AD005,342.72,19859,438,14809,325,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""978.38""}]"
2026-03-31,MC004,AS006,AD009,180.33,12571,309,10967,241,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""903.37""}]"
2026-03-31,MC004,AS006,AD010,169.48,10726,231,7985,156,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""358.89""}]"
2026-03-31,MC004,AS007,AD011,183.93,16817,409,14287,299,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""1003.33""}]"
2026-03-31,MC009,AS013,AD020,376.85,32640,584,28199,389,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""752.65""}]"
2026-03-31,MC009,AS013,AD021,381.76,29539,354,21439,231,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""838.44""}]"
2026-04-01,MC001,AS001,AD001,355.29,50073,417,38316,296,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""134.66""}]"
2026-04-01,MC001,AS001,AD002,378.62,56891,359,46750,250,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-04-01,MC002,AS002,AD003,344.82,24779,496,20487,324,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""870.81""}]"
2026-04-01,MC002,AS002,AD004,344.37,24392,537,17806,349,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""795.53""}]"
2026-04-01,MC002,AS003,AD005,383.61,24976,602,20943,473,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""950.58""}]"
2026-04-01,MC004,AS006,AD009,174.39,16471,432,13680,339,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1135.78""}]"
2026-04-01,MC004,AS006,AD010,194.65,13370,309,11154,221,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""469.77""}]"
2026-04-01,MC004,AS007,AD011,189.77,12358,230,10700,194,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""571.94""}]"
2026-04-01,MC009,AS013,AD020,448.0,28733,519,23319,355,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1304.23""}]"
2026-04-01,MC009,AS013,AD021,341.79,21350,429,17913,288,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""1118.09""}]"
2026-04-02,MC001,AS001,AD001,344.77,60175,550,46122,422,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""271.29""}]"
2026-04-02,MC001,AS001,AD002,396.08,54305,443,45706,301,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""107.8""}]"
2026-04-02,MC002,AS002,AD003,381.01,27629,701,20711,509,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""2362.75""}]"
2026-04-02,MC002,AS002,AD004,361.81,28988,672,23324,552,"[{""action_type"": ""purchase"", ""value"": ""16""}]","[{""action_type"": ""purchase"", ""value"": ""1911.66""}]"
2026-04-02,MC002,AS003,AD005,355.55,22060,354,17499,281,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""740.46""}]"
2026-04-02,MC004,AS006,AD009,185.1,13817,316,11081,228,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""757.64""}]"
2026-04-02,MC004,AS006,AD010,175.93,10231,214,7805,141,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""404.28""}]"
2026-04-02,MC004,AS007,AD011,152.98,10254,236,8237,177,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""775.4""}]"
2026-04-02,MC009,AS013,AD020,409.4,30379,699,23810,504,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""2366.1""}]"
2026-04-02,MC009,AS013,AD021,369.61,22809,498,19545,414,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1368.72""}]"
2026-04-03,MC001,AS001,AD001,379.52,64821,472,54285,391,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""222.94""}]"
2026-04-03,MC001,AS001,AD002,332.66,43331,249,33205,200,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""136.61""}]"
2026-04-03,MC002,AS002,AD003,404.96,23000,586,20160,447,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""1225.18""}]"
2026-04-03,MC002,AS002,AD004,379.54,23351,392,19796,309,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""731.53""}]"
2026-04-03,MC002,AS003,AD005,373.94,28124,706,23201,590,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""850.22""}]"
2026-04-03,MC004,AS006,AD009,195.04,14561,296,11723,203,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""791.75""}]"
2026-04-03,MC004,AS006,AD010,179.27,11721,207,9354,149,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""347.35""}]"
2026-04-03,MC004,AS007,AD011,167.13,9959,202,7812,154,"[{""action_type"": ""purchase"", ""value"": ""2""}]","[{""action_type"": ""purchase"", ""value"": ""230.32""}]"
2026-04-03,MC009,AS013,AD020,386.16,27253,737,19879,535,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""1652.62""}]"
2026-04-03,MC009,AS013,AD021,402.59,30385,487,23079,343,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""883.53""}]"
2026-04-04,MC001,AS001,AD001,345.16,42957,319,31566,237,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""127.96""}]"
2026-04-04,MC001,AS001,AD002,334.61,46008,347,36755,231,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""135.04""}]"
2026-04-04,MC002,AS002,AD003,346.21,27743,414,21483,306,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""775.47""}]"
2026-04-04,MC002,AS002,AD004,412.87,39737,848,31372,600,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1367.03""}]"
2026-04-04,MC002,AS003,AD005,390.62,23321,480,17560,371,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1438.67""}]"
2026-04-04,MC004,AS006,AD009,185.36,14318,295,10373,245,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""556.04""}]"
2026-04-04,MC004,AS006,AD010,186.56,15095,364,12184,263,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""317.49""}]"
2026-04-04,MC004,AS007,AD011,192.51,14688,354,12438,287,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""715.53""}]"
2026-04-04,MC009,AS013,AD020,431.16,36482,851,30260,646,"[{""action_type"": ""purchase"", ""value"": ""15""}]","[{""action_type"": ""purchase"", ""value"": ""1387.8""}]"
2026-04-04,MC009,AS013,AD021,361.04,26268,482,22169,345,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1452.99""}]"
2026-04-05,MC001,AS001,AD001,364.42,54890,424,43375,304,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""147.96""}]"
2026-04-05,MC001,AS001,AD002,372.83,50061,411,42730,286,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""124.54""}]"
2026-04-05,MC002,AS002,AD003,360.27,25443,489,22173,379,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""1071.95""}]"
2026-04-05,MC002,AS002,AD004,346.57,35782,825,27110,617,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""2086.07""}]"
2026-04-05,MC002,AS003,AD005,376.85,22248,442,16448,335,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1427.25""}]"
2026-04-05,MC004,AS006,AD009,192.74,17150,393,12811,257,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""952.14""}]"
2026-04-05,MC004,AS006,AD010,190.04,14854,330,11888,236,"[{""action_type"": ""purchase"", ""value"": ""5""}]","[{""action_type"": ""purchase"", ""value"": ""712.67""}]"
2026-04-05,MC004,AS007,AD011,168.32,14981,293,11084,237,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""631.6""}]"
2026-04-05,MC009,AS013,AD020,390.18,29807,750,25424,539,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""696.64""}]"
2026-04-05,MC009,AS013,AD021,448.64,29744,594,23329,466,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""1189.5""}]"
2026-04-06,MC001,AS001,AD001,352.47,58816,434,51371,335,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""156.97""}]"
2026-04-06,MC001,AS001,AD002,364.48,55421,469,48594,320,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-04-06,MC002,AS002,AD003,413.1,27341,620,23658,414,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""1005.81""}]"
2026-04-06,MC002,AS002,AD004,402.15,24584,563,21627,445,"[{""action_type"": ""purchase"", ""value"": ""7""}]","[{""action_type"": ""purchase"", ""value"": ""610.6""}]"
2026-04-06,MC002,AS003,AD005,359.41,24008,501,20054,394,"[{""action_type"": ""purchase"", ""value"": ""11""}]","[{""action_type"": ""purchase"", ""value"": ""1336.32""}]"
2026-04-06,MC004,AS006,AD009,201.73,12939,221,10837,170,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""351.98""}]"
2026-04-06,MC004,AS006,AD010,180.31,12655,308,11042,200,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""596.29""}]"
2026-04-06,MC004,AS007,AD011,185.78,11426,311,9302,213,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""605.14""}]"
2026-04-06,MC009,AS013,AD020,386.82,26891,709,22916,568,"[{""action_type"": ""purchase"", ""value"": ""17""}]","[{""action_type"": ""purchase"", ""value"": ""2022.16""}]"
2026-04-06,MC009,AS013,AD021,391.77,26945,669,23141,523,"[{""action_type"": ""purchase"", ""value"": ""18""}]","[{""action_type"": ""purchase"", ""value"": ""2000.34""}]"
2026-04-07,MC001,AS001,AD001,404.59,58968,505,44371,361,"[{""action_type"": ""purchase"", ""value"": ""1""}]","[{""action_type"": ""purchase"", ""value"": ""126.89""}]"
2026-04-07,MC001,AS001,AD002,324.98,53745,382,43261,292,"[{""action_type"": ""purchase"", ""value"": ""0""}]","[{""action_type"": ""purchase"", ""value"": ""0.0""}]"
2026-04-07,MC002,AS002,AD003,368.85,26404,700,19032,480,"[{""action_type"": ""purchase"", ""value"": ""14""}]","[{""action_type"": ""purchase"", ""value"": ""1260.92""}]"
2026-04-07,MC002,AS002,AD004,452.11,35015,729,26675,516,"[{""action_type"": ""purchase"", ""value"": ""12""}]","[{""action_type"": ""purchase"", ""value"": ""1074.46""}]"
2026-04-07,MC002,AS003,AD005,377.72,25728,453,20096,361,"[{""action_type"": ""purchase"", ""value"": ""9""}]","[{""action_type"": ""purchase"", ""value"": ""1028.94""}]"
2026-04-07,MC004,AS006,AD009,187.1,12231,350,9474,228,"[{""action_type"": ""purchase"", ""value"": ""3""}]","[{""action_type"": ""purchase"", ""value"": ""393.83""}]"
2026-04-07,MC004,AS006,AD010,178.06,13301,368,10009,289,"[{""action_type"": ""purchase"", ""value"": ""6""}]","[{""action_type"": ""purchase"", ""value"": ""533.94""}]"
2026-04-07,MC004,AS007,AD011,192.59,12943,254,10446,208,"[{""action_type"": ""purchase"", ""value"": ""4""}]","[{""action_type"": ""purchase"", ""value"": ""555.26""}]"
2026-04-07,MC009,AS013,AD020,384.17,24007,551,19905,414,"[{""action_type"": ""purchase"", ""value"": ""8""}]","[{""action_type"": ""purchase"", ""value"": ""1033.56""}]"
2026-04-07,MC009,AS013,AD021,425.33,31169,628,24221,423,"[{""action_type"": ""purchase"", ""value"": ""10""}]","[{""action_type"": ""purchase"", ""value"": ""971.18""}]"
