id,created,amount,currency,status,livemode,customer
ch_00000000000004fe,1779232620,53922,usd,succeeded,True,
ch_00000000000004ff,1779153780,58027,usd,succeeded,True,
ch_0000000000000500,1779233580,37037,usd,succeeded,True,
ch_0000000000000501,1779214380,13541,usd,succeeded,True,
ch_0000000000000502,1779200340,13928,usd,succeeded,True,
ch_0000000000000503,1779167640,35288,usd,succeeded,True,
ch_0000000000000504,1779225060,24582,usd,succeeded,True,
ch_0000000000000505,1779152160,30506,usd,succeeded,True,
ch_0000000000000506,1779221340,74278,usd,succeeded,True,
ch_0000000000000507,1779185520,13583,usd,succeeded,True,
ch_0000000000000508,1779274020,14297,usd,succeeded,True,
ch_0000000000000509,1779303600,41725,usd,succeeded,True,
ch_000000000000050a,1779286260,33340,usd,failed,True,
ch_000000000000050b,1779278040,72134,usd,succeeded,True,
ch_000000000000050c,1779236160,65602,usd,succeeded,True,
ch_000000000000050d,1779259020,23287,usd,succeeded,True,
ch_000000000000050e,1779285420,48215,usd,succeeded,True,
ch_000000000000050f,1779257640,35854,usd,succeeded,True,
ch_0000000000000510,1779281520,21417,usd,succeeded,True,
ch_0000000000000511,1779238320,70020,usd,succeeded,True,
ch_0000000000000512,1779261840,42832,usd,succeeded,True,
ch_0000000000000513,1779287040,47173,usd,succeeded,True,
ch_0000000000000514,1779291060,4793,usd,succeeded,True,
ch_0000000000000515,1779274020,63071,usd,succeeded,True,
ch_0000000000000516,1779253200,17445,usd,succeeded,True,
ch_0000000000000517,1779378900,131533,usd,succeeded,True,
ch_0000000000000518,1779329280,29169,usd,succeeded,True,
ch_0000000000000519,1779326760,20628,usd,succeeded,True,
ch_000000000000051a,1779331680,105677,usd,succeeded,True,
ch_000000000000051b,1779328680,149189,usd,succeeded,True,
ch_000000000000051c,1779368460,19525,usd,succeeded,True,
ch_000000000000051d,1779405300,11263,usd,succeeded,True,
ch_000000000000051e,1779344160,11319,usd,succeeded,True,
ch_000000000000051f,1779337620,19322,usd,failed,True,
ch_0000000000000520,1779379620,6046,usd,succeeded,True,
ch_0000000000000521,1779352740,43906,usd,succeeded,True,
ch_0000000000000522,1779375180,65858,usd,succeeded,True,
ch_0000000000000523,1779390660,25477,usd,succeeded,True,
ch_0000000000000524,1779472860,93994,usd,succeeded,True,
ch_0000000000000525,1779477360,78648,usd,succeeded,True,
ch_0000000000000526,1779408060,42266,usd,succeeded,True,
ch_0000000000000527,1779435780,36977,usd,succeeded,True,
ch_0000000000000528,1779466140,39658,usd,succeeded,True,
ch_0000000000000529,1779475260,69764,usd,succeeded,True,
ch_000000000000052a,1779480120,57379,usd,succeeded,True,
ch_000000000000052b,1779429480,58598,usd,succeeded,True,
ch_000000000000052c,1779413100,60146,usd,succeeded,True,
ch_000000000000052d,1779457380,51336,usd,succeeded,True,
ch_000000000000052e,1779432180,6828,usd,succeeded,True,
ch_000000000000052f,1779510120,21924,usd,succeeded,True,
ch_0000000000000530,1779537960,76819,usd,succeeded,True,
ch_0000000000000531,1779570120,28007,usd,succeeded,True,
ch_0000000000000532,1779502980,49525,usd,succeeded,True,
ch_0000000000000533,1779518340,7456,usd,succeeded,True,
ch_0000000000000534,1779540960,50583,usd,succeeded,True,
ch_0000000000000535,1779535320,31875,usd,succeeded,True,
ch_0000000000000536,1779539220,92044,usd,succeeded,True,
ch_0000000000000537,1779530940,5604,usd,succeeded,True,
ch_0000000000000538,1779521520,65863,usd,succeeded,True,
ch_0000000000000539,1779641160,41527,usd,succeeded,True,
ch_000000000000053a,1779587400,11281,usd,succeeded,True,
ch_000000000000053b,1779594780,31724,usd,succeeded,True,
ch_000000000000053c,1779597060,62287,usd,succeeded,True,
ch_000000000000053d,1779603240,24842,usd,succeeded,True,
ch_000000000000053e,1779655320,12514,usd,succeeded,True,
ch_000000000000053f,1779593100,43578,usd,succeeded,True,
ch_0000000000000540,1779605400,88832,usd,succeeded,True,
ch_0000000000000541,1779662760,12713,usd,succeeded,True,
ch_0000000000000542,1779654600,23172,usd,succeeded,True,
ch_0000000000000543,1779582240,26283,usd,succeeded,True,
ch_0000000000000544,1779639720,28852,usd,succeeded,True,
ch_0000000000000545,1779585840,59821,usd,succeeded,True,
ch_0000000000000546,1779639840,39148,usd,succeeded,True,
ch_0000000000000547,1779602100,49658,usd,succeeded,True,
ch_0000000000000548,1779627120,5318,usd,succeeded,True,
ch_0000000000000549,1779580980,7818,usd,succeeded,True,
ch_000000000000054a,1779595920,27851,usd,succeeded,True,
ch_000000000000054b,1779746700,26238,usd,succeeded,True,
ch_000000000000054c,1779678540,54025,usd,succeeded,True,
ch_000000000000054d,1779682260,18079,usd,succeeded,True,
ch_000000000000054e,1779727740,27061,usd,succeeded,True,
ch_000000000000054f,1779685980,55136,usd,succeeded,True,
ch_0000000000000550,1779726600,69415,usd,succeeded,True,
ch_0000000000000551,1779769020,69510,usd,succeeded,True,
ch_0000000000000552,1779795420,21401,usd,succeeded,True,
ch_0000000000000553,1779827520,9545,usd,succeeded,True,
ch_0000000000000554,1779766320,46978,usd,succeeded,True,
ch_0000000000000555,1779807480,93238,usd,succeeded,True,
ch_0000000000000556,1779827160,99136,usd,succeeded,True,
ch_0000000000000557,1779795000,60482,usd,succeeded,True,
ch_0000000000000558,1779837300,1842,usd,succeeded,True,
ch_0000000000000559,1779813360,26305,usd,succeeded,True,
ch_000000000000055a,1779887220,60458,usd,succeeded,True,
ch_000000000000055b,1779863760,66906,usd,succeeded,True,
ch_000000000000055c,1779913140,13560,usd,succeeded,True,
ch_000000000000055d,1779883500,21342,usd,succeeded,True,
ch_000000000000055e,1779864720,45195,usd,succeeded,True,
ch_000000000000055f,1779921780,5849,usd,succeeded,True,
ch_0000000000000560,1779869940,21308,usd,succeeded,True,
ch_0000000000000561,1779911280,56084,usd,succeeded,True,
ch_0000000000000562,1779840900,5264,usd,succeeded,True,
ch_0000000000000563,1779985860,31360,usd,succeeded,True,
ch_0000000000000564,1779933660,31461,usd,succeeded,True,
ch_0000000000000565,1779971880,15572,usd,succeeded,True,
ch_0000000000000566,1779963960,103054,usd,succeeded,True,
ch_0000000000000567,1779992280,13197,usd,succeeded,True,
ch_0000000000000568,1779976860,33511,usd,succeeded,True,
ch_0000000000000569,1780009680,9294,usd,succeeded,True,
ch_000000000000056a,1780003200,15675,usd,succeeded,True,
ch_000000000000056b,1780026360,22209,usd,succeeded,True,
ch_000000000000056c,1780050720,12265,usd,failed,True,
ch_000000000000056d,1780077900,19482,usd,succeeded,True,
ch_000000000000056e,1780058280,11532,usd,succeeded,True,
ch_000000000000056f,1780089000,97056,usd,succeeded,True,
ch_0000000000000570,1780098600,31310,usd,succeeded,True,
ch_0000000000000571,1780096620,5792,usd,succeeded,True,
ch_0000000000000572,1780095360,59267,usd,succeeded,True,
ch_0000000000000573,1780080180,16863,usd,succeeded,True,
ch_0000000000000574,1780019940,47819,usd,succeeded,True,
ch_0000000000000575,1780039200,48257,usd,succeeded,True,
ch_0000000000000576,1780030680,31638,usd,succeeded,True,
ch_0000000000000577,1780058640,25674,usd,succeeded,True,
ch_0000000000000578,1780166940,10264,usd,succeeded,True,
ch_0000000000000579,1780128840,4061,usd,succeeded,True,
ch_000000000000057a,1780176600,45074,usd,succeeded,True,
ch_000000000000057b,1780143900,64823,usd,succeeded,True,
ch_000000000000057c,1780112700,45989,usd,succeeded,True,
ch_000000000000057d,1780111260,2405,usd,succeeded,True,
ch_000000000000057e,1780111200,62282,usd,succeeded,True,
ch_000000000000057f,1780155840,116978,usd,succeeded,True,
ch_0000000000000580,1780170240,21735,usd,succeeded,True,
ch_0000000000000581,1780148640,24077,usd,succeeded,True,
ch_0000000000000582,1780176060,79140,usd,succeeded,True,
ch_0000000000000583,1780207980,23714,usd,succeeded,True,
ch_0000000000000584,1780199820,72602,usd,succeeded,True,
ch_0000000000000585,1780267140,73168,usd,succeeded,True,
ch_0000000000000586,1780186860,5607,usd,succeeded,True,
ch_0000000000000587,1780234680,9249,usd,succeeded,True,
ch_0000000000000588,1780252080,14663,usd,succeeded,True,
ch_0000000000000589,1780221240,14787,usd,succeeded,True,
ch_000000000000058a,1780260780,100183,usd,succeeded,True,
ch_000000000000058b,1780346220,42854,usd,succeeded,True,
ch_000000000000058c,1780320420,85537,usd,succeeded,True,
ch_000000000000058d,1780356420,15590,usd,succeeded,True,
ch_000000000000058e,1780287120,18861,usd,succeeded,True,
ch_000000000000058f,1780288140,42565,usd,succeeded,True,
ch_0000000000000590,1780325280,101272,usd,succeeded,True,
ch_0000000000000591,1780295520,63196,usd,succeeded,True,
ch_0000000000000592,1780340700,62990,usd,succeeded,True,
ch_0000000000000593,1780272540,9391,usd,succeeded,True,
ch_0000000000000594,1780374240,106794,usd,succeeded,True,
ch_0000000000000595,1780430460,24685,usd,succeeded,True,
ch_0000000000000596,1780376640,10610,usd,succeeded,True,
ch_0000000000000597,1780398120,19722,usd,succeeded,True,
ch_0000000000000598,1780409400,17339,usd,succeeded,True,
ch_0000000000000599,1780385340,58416,usd,succeeded,True,
ch_000000000000059a,1780388580,79586,usd,succeeded,True,
ch_000000000000059b,1780366080,69972,usd,succeeded,True,
ch_000000000000059c,1780396140,17074,usd,succeeded,True,
ch_000000000000059d,1780394580,59391,usd,succeeded,True,
ch_000000000000059e,1780368840,62636,usd,succeeded,True,
ch_000000000000059f,1780368120,60587,usd,succeeded,True,
ch_00000000000005a0,1780462680,58358,usd,succeeded,True,
ch_00000000000005a1,1780477380,13553,usd,succeeded,True,
ch_00000000000005a2,1780512720,40404,usd,succeeded,True,
ch_00000000000005a3,1780510200,24435,usd,succeeded,True,
ch_00000000000005a4,1780509480,6166,usd,succeeded,True,
ch_00000000000005a5,1780471920,11340,usd,succeeded,True,
ch_00000000000005a6,1780562820,15359,usd,succeeded,True,
ch_00000000000005a7,1780610160,21134,usd,succeeded,True,
ch_00000000000005a8,1780569000,20950,usd,succeeded,True,
ch_00000000000005a9,1780596000,2529,usd,succeeded,True,
ch_00000000000005aa,1780588620,43093,usd,succeeded,True,
ch_00000000000005ab,1780562220,1932,usd,succeeded,True,
ch_00000000000005ac,1780591140,6669,usd,succeeded,True,
ch_00000000000005ad,1780537620,27952,usd,succeeded,True,
ch_00000000000005ae,1780555920,19784,usd,succeeded,True,
ch_00000000000005af,1780542720,46334,usd,succeeded,True,
ch_00000000000005b0,1780702140,23581,usd,succeeded,True,
ch_00000000000005b1,1780653600,12359,usd,succeeded,True,
ch_00000000000005b2,1780692240,23541,usd,succeeded,True,
ch_00000000000005b3,1780676580,31060,usd,succeeded,True,
ch_00000000000005b4,1780669800,14199,usd,succeeded,True,
ch_00000000000005b5,1780638420,16911,usd,succeeded,True,
ch_00000000000005b6,1780636920,106423,usd,succeeded,True,
ch_00000000000005b7,1780643220,54607,usd,succeeded,True,
ch_00000000000005b8,1780682700,51786,usd,succeeded,True,
ch_00000000000005b9,1780667640,27995,usd,succeeded,True,
ch_00000000000005ba,1780699320,6498,usd,succeeded,True,
ch_00000000000005bb,1780766340,14741,usd,succeeded,True,
ch_00000000000005bc,1780766520,32364,usd,succeeded,True,
ch_00000000000005bd,1780785900,24108,usd,succeeded,True,
ch_00000000000005be,1780720740,17167,usd,succeeded,True,
ch_00000000000005bf,1780756320,69672,usd,succeeded,True,
ch_00000000000005c0,1780706040,31002,usd,succeeded,True,
ch_00000000000005c1,1780709220,37359,usd,succeeded,True,
ch_00000000000005c2,1780736880,15941,usd,succeeded,True,
ch_00000000000005c3,1780749660,12341,usd,succeeded,True,
ch_00000000000005c4,1780785240,76169,usd,succeeded,True,
ch_00000000000005c5,1780865280,55983,usd,succeeded,True,
ch_00000000000005c6,1780873620,12743,usd,succeeded,True,
ch_00000000000005c7,1780825260,17769,usd,succeeded,True,
ch_00000000000005c8,1780802940,20953,usd,succeeded,True,
ch_00000000000005c9,1780810440,5766,usd,succeeded,True,
ch_00000000000005ca,1780823280,16180,usd,succeeded,True,
ch_00000000000005cb,1780811940,9687,usd,succeeded,True,
ch_00000000000005cc,1780802400,58384,usd,succeeded,True,
ch_00000000000005cd,1780847160,41725,usd,succeeded,True,
ch_00000000000005ce,1780837320,5603,usd,succeeded,True,
ch_00000000000005cf,1780798920,12322,usd,succeeded,True,
ch_00000000000005d0,1780824660,48507,usd,failed,True,
ch_00000000000005d1,1780845540,18582,usd,succeeded,True,
ch_00000000000005d2,1780821300,23927,usd,succeeded,True,
ch_00000000000005d3,1780906140,6766,usd,succeeded,True,
ch_00000000000005d4,1780895160,49413,usd,succeeded,True,
ch_00000000000005d5,1780878540,32645,usd,succeeded,True,
ch_00000000000005d6,1780905420,19502,usd,succeeded,True,
ch_00000000000005d7,1780915320,73348,usd,succeeded,True,
ch_00000000000005d8,1780952520,23552,usd,succeeded,True,
ch_00000000000005d9,1780943160,50303,usd,succeeded,True,
ch_00000000000005da,1780916400,118511,usd,succeeded,True,
ch_00000000000005db,1780954560,20836,usd,succeeded,True,
ch_00000000000005dc,1780905180,50770,usd,succeeded,True,
ch_00000000000005dd,1780878120,47699,usd,succeeded,True,
ch_00000000000005de,1780904640,14837,usd,succeeded,True,
ch_00000000000005df,1780910760,67241,usd,succeeded,True,
ch_00000000000005e0,1780881420,15206,usd,succeeded,True,
ch_00000000000005e1,1780977840,45928,usd,succeeded,True,
ch_00000000000005e2,1781008980,17802,usd,succeeded,True,
ch_00000000000005e3,1780982460,63289,usd,succeeded,True,
ch_00000000000005e4,1781004480,6541,usd,succeeded,True,
ch_00000000000005e5,1781002560,41036,usd,succeeded,True,
ch_00000000000005e6,1780980420,121966,usd,succeeded,True,
ch_00000000000005e7,1781001420,25421,usd,succeeded,True,
ch_00000000000005e8,1781090880,30622,usd,succeeded,True,
ch_00000000000005e9,1781077500,47387,usd,succeeded,True,
ch_00000000000005ea,1781119080,13329,usd,succeeded,True,
ch_00000000000005eb,1781057400,23842,usd,succeeded,True,
ch_00000000000005ec,1781052600,21692,usd,succeeded,True,
ch_00000000000005ed,1781131020,49151,usd,succeeded,True,
ch_00000000000005ee,1781127660,46478,usd,succeeded,True,
ch_00000000000005ef,1781123880,13959,usd,succeeded,True,
ch_00000000000005f0,1781129820,13794,usd,succeeded,True,
ch_00000000000005f1,1781064840,8462,usd,succeeded,True,
ch_00000000000005f2,1781060340,56534,usd,succeeded,True,
ch_00000000000005f3,1781059500,28116,usd,succeeded,True,
ch_00000000000005f4,1781093820,18223,usd,succeeded,True,
ch_00000000000005f5,1781112120,68826,usd,succeeded,True,
ch_00000000000005f6,1781162340,5924,usd,succeeded,True,
ch_00000000000005f7,1781178300,38913,usd,succeeded,True,
ch_00000000000005f8,1781201280,3936,usd,succeeded,True,
ch_00000000000005f9,1781196960,58940,usd,succeeded,True,
ch_00000000000005fa,1781140620,21439,usd,succeeded,True,
ch_00000000000005fb,1781147220,6135,usd,succeeded,True,
ch_00000000000005fc,1781190360,19197,usd,succeeded,True,
ch_00000000000005fd,1781160660,19442,usd,succeeded,True,
ch_00000000000005fe,1781197380,7369,usd,succeeded,True,
ch_00000000000005ff,1781179200,8111,usd,succeeded,True,
ch_0000000000000600,1781287860,124644,usd,succeeded,True,
ch_0000000000000601,1781261400,15450,usd,succeeded,True,
ch_0000000000000602,1781226840,5930,usd,succeeded,True,
ch_0000000000000603,1781262960,62635,usd,succeeded,True,
ch_0000000000000604,1781298180,19375,usd,succeeded,True,
ch_0000000000000605,1781228640,27282,usd,succeeded,True,
ch_0000000000000606,1781239200,32636,usd,succeeded,True,
ch_0000000000000607,1781258520,34174,usd,succeeded,True,
ch_0000000000000608,1781240940,32167,usd,succeeded,True,
ch_0000000000000609,1781238420,78807,usd,succeeded,True,
ch_000000000000060a,1781308020,33244,usd,succeeded,True,
ch_000000000000060b,1781279040,16690,usd,succeeded,True,
ch_000000000000060c,1781241300,40029,usd,succeeded,True,
ch_000000000000060d,1781339460,32058,usd,succeeded,True,
ch_000000000000060e,1781361300,5554,usd,succeeded,True,
ch_000000000000060f,1781358420,53984,usd,succeeded,True,
ch_0000000000000610,1781339040,40960,usd,succeeded,True,
ch_0000000000000611,1781358060,12449,usd,succeeded,True,
ch_0000000000000612,1781363160,35653,usd,succeeded,True,
ch_0000000000000613,1781351100,21804,usd,succeeded,True,
ch_0000000000000614,1781321760,3757,usd,succeeded,True,
ch_0000000000000615,1781357460,46080,usd,succeeded,True,
ch_0000000000000616,1781381280,11916,usd,succeeded,True,
ch_0000000000000617,1781319720,32229,usd,succeeded,True,
ch_0000000000000618,1781358180,58887,usd,succeeded,True,
ch_0000000000000619,1781349180,18256,usd,succeeded,True,
ch_000000000000061a,1781357340,35088,usd,succeeded,True,
ch_000000000000061b,1781413380,30362,usd,succeeded,True,
ch_000000000000061c,1781471580,6812,usd,succeeded,True,
ch_000000000000061d,1781444820,37218,usd,succeeded,True,
ch_000000000000061e,1781452740,28054,usd,succeeded,True,
ch_000000000000061f,1781479860,102438,usd,succeeded,True,
ch_0000000000000620,1781436840,29035,usd,succeeded,True,
ch_0000000000000621,1781567580,87220,usd,succeeded,True,
ch_0000000000000622,1781516880,37529,usd,succeeded,True,
ch_0000000000000623,1781505600,28402,usd,succeeded,True,
ch_0000000000000624,1781490060,66399,usd,succeeded,True,
ch_0000000000000625,1781548740,18645,usd,succeeded,True,
ch_0000000000000626,1781540820,82276,usd,succeeded,True,
ch_0000000000000627,1781493000,5222,usd,succeeded,True,
ch_0000000000000628,1781508360,22925,usd,succeeded,True,
ch_0000000000000629,1781488260,35949,usd,succeeded,True,
ch_000000000000062a,1781568720,20862,usd,succeeded,True,
ch_000000000000062b,1781577420,56721,usd,succeeded,True,
ch_000000000000062c,1781598180,51697,usd,succeeded,True,
ch_000000000000062d,1781618700,152102,usd,succeeded,True,
ch_000000000000062e,1781635680,113994,usd,succeeded,True,
ch_000000000000062f,1781605440,63728,usd,succeeded,True,
ch_0000000000000630,1781584380,27247,usd,succeeded,True,
ch_0000000000000631,1781730540,39304,usd,succeeded,True,
ch_0000000000000632,1781680860,20808,usd,succeeded,True,
ch_0000000000000633,1781702700,12987,usd,succeeded,True,
ch_0000000000000634,1781740200,83208,usd,succeeded,True,
ch_0000000000000635,1781676720,25379,usd,succeeded,True,
ch_0000000000000636,1781736960,78652,usd,succeeded,True,
ch_0000000000000637,1781711520,7005,usd,succeeded,True,
ch_0000000000000638,1781737260,49136,usd,succeeded,True,
ch_0000000000000639,1781698860,60550,usd,succeeded,True,
ch_000000000000063a,1781660700,13312,usd,succeeded,True,
ch_000000000000063b,1781755560,30274,usd,succeeded,True,
ch_000000000000063c,1781791800,54438,usd,succeeded,True,
ch_000000000000063d,1781822580,37403,usd,succeeded,True,
ch_000000000000063e,1781787840,17961,usd,succeeded,True,
ch_000000000000063f,1781757060,23357,usd,succeeded,True,
ch_0000000000000640,1781760660,19055,usd,succeeded,True,
ch_0000000000000641,1781806920,17022,usd,succeeded,True,
ch_0000000000000642,1781774700,105909,usd,succeeded,True,
ch_0000000000000643,1781742780,94825,usd,succeeded,True,
ch_0000000000000644,1781744640,17569,usd,succeeded,True,
ch_0000000000000645,1781763780,18779,usd,succeeded,True,
ch_0000000000000646,1781802600,33413,usd,succeeded,True,
ch_0000000000000647,1781767260,33056,usd,succeeded,True,
ch_0000000000000648,1781799120,63770,usd,succeeded,True,
ch_0000000000000649,1781846580,21143,usd,succeeded,True,
ch_000000000000064a,1781901780,15371,usd,failed,True,
ch_000000000000064b,1781877420,29158,usd,succeeded,True,
ch_000000000000064c,1781901420,43098,usd,succeeded,True,
ch_000000000000064d,1781828100,38380,usd,succeeded,True,
ch_000000000000064e,1781857920,80266,usd,succeeded,True,
ch_000000000000064f,1781845740,78351,usd,succeeded,True,
ch_0000000000000650,1781909520,18852,usd,succeeded,True,
ch_0000000000000651,1781860200,11623,usd,succeeded,True,
ch_0000000000000652,1781966820,36608,usd,succeeded,True,
ch_0000000000000653,1781939700,44461,usd,succeeded,True,
ch_0000000000000654,1781951580,26243,usd,succeeded,True,
ch_0000000000000655,1781976000,26544,usd,succeeded,True,
ch_0000000000000656,1781968080,25652,usd,succeeded,True,
ch_0000000000000657,1781976960,45952,usd,succeeded,True,
ch_0000000000000658,1781960880,35207,usd,succeeded,True,
ch_0000000000000659,1781957820,29069,usd,succeeded,True,
ch_000000000000065a,1782042360,77339,usd,succeeded,True,
ch_000000000000065b,1782010680,163488,usd,succeeded,True,
ch_000000000000065c,1782060960,39650,usd,succeeded,True,
ch_000000000000065d,1782001560,28841,usd,succeeded,True,
ch_000000000000065e,1782007380,31845,usd,succeeded,True,
ch_000000000000065f,1782050580,103735,usd,succeeded,True,
ch_0000000000000660,1782077820,64877,usd,succeeded,True,
ch_0000000000000661,1782037440,59720,usd,succeeded,True,
ch_0000000000000662,1782054840,80904,usd,succeeded,True,
ch_0000000000000663,1782066000,5768,usd,succeeded,True,
ch_0000000000000664,1782100740,8278,usd,succeeded,True,
ch_0000000000000665,1782094680,6143,usd,succeeded,True,
ch_0000000000000666,1782159120,46351,usd,succeeded,True,
ch_0000000000000667,1782130080,46945,usd,succeeded,True,
ch_0000000000000668,1782147300,80395,usd,succeeded,True,
ch_0000000000000669,1782160500,100745,usd,succeeded,True,
ch_000000000000066a,1782092400,53463,usd,succeeded,True,
ch_000000000000066b,1782156840,10238,usd,succeeded,True,
ch_000000000000066c,1782131100,43571,usd,succeeded,True,
ch_000000000000066d,1782136320,30933,usd,succeeded,True,
ch_000000000000066e,1782162000,14394,usd,succeeded,True,
ch_000000000000066f,1782089100,15633,usd,succeeded,True,
ch_0000000000000670,1782142920,68331,usd,succeeded,True,
ch_0000000000000671,1782112260,69425,usd,succeeded,True,
ch_0000000000000672,1782243840,90967,usd,succeeded,True,
ch_0000000000000673,1782196920,30368,usd,succeeded,True,
ch_0000000000000674,1782183960,23491,usd,succeeded,True,
ch_0000000000000675,1782223500,26601,usd,succeeded,True,
ch_0000000000000676,1782232560,17442,usd,succeeded,True,
ch_0000000000000677,1782205800,25334,usd,succeeded,True,
ch_0000000000000678,1782196800,13238,usd,succeeded,True,
ch_0000000000000679,1782206520,59748,usd,succeeded,True,
ch_000000000000067a,1782202080,53220,usd,succeeded,True,
ch_000000000000067b,1782252840,46585,usd,succeeded,True,
ch_000000000000067c,1782191280,20416,usd,succeeded,True,
ch_000000000000067d,1782213660,38859,usd,succeeded,True,
ch_000000000000067e,1782257820,13891,usd,succeeded,True,
ch_000000000000067f,1782247620,28812,usd,succeeded,True,
ch_0000000000000680,1782184980,149178,usd,succeeded,True,
ch_0000000000000681,1782242160,36598,usd,succeeded,True,
ch_0000000000000682,1782294120,17868,usd,succeeded,True,
ch_0000000000000683,1782318120,25083,usd,succeeded,True,
ch_0000000000000684,1782316020,46970,usd,succeeded,True,
ch_0000000000000685,1782306840,27920,usd,succeeded,True,
ch_0000000000000686,1782320640,31249,usd,succeeded,True,
ch_0000000000000687,1782330300,8768,usd,succeeded,True,
ch_0000000000000688,1782311040,28833,usd,succeeded,True,
ch_0000000000000689,1782271680,6341,usd,succeeded,True,
ch_000000000000068a,1782304020,64288,usd,succeeded,True,
ch_000000000000068b,1782316680,26577,usd,succeeded,True,
ch_000000000000068c,1782381720,45650,usd,succeeded,True,
ch_000000000000068d,1782417900,86323,usd,failed,True,
ch_000000000000068e,1782402120,10841,usd,failed,True,
ch_000000000000068f,1782415020,8370,usd,succeeded,True,
ch_0000000000000690,1782410820,6855,usd,succeeded,True,
ch_0000000000000691,1782424260,14641,usd,succeeded,True,
ch_0000000000000692,1782506520,34901,usd,succeeded,True,
ch_0000000000000693,1782442080,4922,usd,succeeded,True,
ch_0000000000000694,1782467700,30994,usd,succeeded,True,
ch_0000000000000695,1782501480,70670,usd,succeeded,True,
ch_0000000000000696,1782466920,47795,usd,succeeded,True,
ch_0000000000000697,1782467580,29858,usd,succeeded,True,
ch_0000000000000698,1782461640,114415,usd,succeeded,True,
ch_0000000000000699,1782437940,6163,usd,succeeded,True,
ch_000000000000069a,1782481260,21933,usd,succeeded,True,
ch_000000000000069b,1782516780,21055,usd,succeeded,True,
ch_000000000000069c,1782455460,55185,usd,succeeded,True,
ch_000000000000069d,1782438360,32508,usd,succeeded,True,
ch_000000000000069e,1782492120,38399,usd,succeeded,True,
ch_000000000000069f,1782496980,11431,usd,succeeded,True,
ch_00000000000006a0,1782518640,11898,usd,succeeded,True,
ch_00000000000006a1,1782595080,5694,usd,succeeded,True,
ch_00000000000006a2,1782526620,22746,usd,succeeded,True,
ch_00000000000006a3,1782558900,60079,usd,succeeded,True,
ch_00000000000006a4,1782564120,62062,usd,succeeded,True,
ch_00000000000006a5,1782593700,32466,usd,succeeded,True,
ch_00000000000006a6,1782566340,13181,usd,succeeded,True,
ch_00000000000006a7,1782599940,14046,usd,succeeded,True,
ch_00000000000006a8,1782570720,80792,usd,succeeded,True,
ch_00000000000006a9,1782584340,24750,usd,succeeded,True,
ch_00000000000006aa,1782542100,73369,usd,succeeded,True,
ch_00000000000006ab,1782601920,62275,usd,succeeded,True,
ch_00000000000006ac,1782546660,36213,usd,succeeded,True,
ch_00000000000006ad,1782575760,16663,usd,succeeded,True,
ch_00000000000006ae,1782583920,6884,usd,succeeded,True,
ch_00000000000006af,1782549540,31008,usd,succeeded,True,
ch_00000000000006b0,1782684780,68779,usd,succeeded,True,
ch_00000000000006b1,1782686940,18273,usd,succeeded,True,
ch_00000000000006b2,1782687000,54658,usd,succeeded,True,
ch_00000000000006b3,1782624120,65184,usd,succeeded,True,
ch_00000000000006b4,1782607740,33322,usd,succeeded,True,
ch_00000000000006b5,1782650280,13497,usd,succeeded,True,
ch_00000000000006b6,1782690300,48085,usd,succeeded,True,
ch_00000000000006b7,1782680400,31219,usd,succeeded,True,
ch_00000000000006b8,1782651060,70932,usd,succeeded,True,
ch_00000000000006b9,1782665760,21290,usd,failed,True,
ch_00000000000006ba,1782732900,10107,usd,succeeded,True,
ch_00000000000006bb,1782699180,32095,usd,succeeded,True,
ch_00000000000006bc,1782726120,10132,usd,succeeded,True,
ch_00000000000006bd,1782775200,89429,usd,succeeded,True,
ch_00000000000006be,1782705000,7026,usd,succeeded,True,
ch_00000000000006bf,1782768060,24294,usd,succeeded,True,
ch_00000000000006c0,1782745800,19240,usd,succeeded,True,
ch_00000000000006c1,1782702120,21613,usd,succeeded,True,
ch_00000000000006c2,1782696540,20752,usd,succeeded,True,
ch_00000000000006c3,1782765780,39480,usd,succeeded,True,
ch_00000000000006c4,1782826560,43601,usd,succeeded,True,
ch_00000000000006c5,1782831960,66919,usd,succeeded,True,
ch_00000000000006c6,1782818880,11821,usd,succeeded,True,
ch_00000000000006c7,1782840780,25405,usd,succeeded,True,
ch_00000000000006c8,1782799140,64685,usd,succeeded,True,
ch_00000000000006c9,1782815700,117219,usd,succeeded,True,
ch_00000000000006ca,1782853740,23502,usd,succeeded,True,
ch_00000000000006cb,1782819360,29777,usd,succeeded,True,
ch_00000000000006cc,1782841980,78836,usd,succeeded,True,
ch_00000000000006cd,1782929400,10710,usd,succeeded,True,
ch_00000000000006ce,1782935880,37026,usd,succeeded,True,
ch_00000000000006cf,1782879420,53027,usd,succeeded,True,
ch_00000000000006d0,1782864480,43389,usd,succeeded,True,
ch_00000000000006d1,1782866040,7267,usd,succeeded,True,
ch_00000000000006d2,1782961620,25888,usd,succeeded,True,
ch_00000000000006d3,1782953280,22473,usd,succeeded,True,
ch_00000000000006d4,1782969000,5903,usd,succeeded,True,
ch_00000000000006d5,1782989760,53704,usd,succeeded,True,
ch_00000000000006d6,1783012980,116550,usd,succeeded,True,
ch_00000000000006d7,1783033320,32991,usd,succeeded,True,
ch_00000000000006d8,1782990900,70419,usd,succeeded,True,
ch_00000000000006d9,1782973140,40661,usd,succeeded,True,
ch_00000000000006da,1783022040,56354,usd,succeeded,True,
