inventory_item_id,location_id,available,updated_at
3000506,LOC001,186,2026-12-31T23:59:00+00:00
3000507,LOC001,75,2026-12-31T23:59:00+00:00
3000508,LOC001,190,2026-12-31T23:59:00+00:00
3000509,LOC001,59,2026-12-31T23:59:00+00:00
3000510,LOC001,140,2026-12-31T23:59:00+00:00
3000511,LOC001,68,2026-12-31T23:59:00+00:00
3000512,LOC001,48,2026-12-31T23:59:00+00:00
3000513,LOC001,50,2026-12-31T23:59:00+00:00
3000514,LOC001,150,2026-12-31T23:59:00+00:00
3000515,LOC001,177,2026-12-31T23:59:00+00:00
3000516,LOC001,153,2026-12-31T23:59:00+00:00
3000517,LOC001,163,2026-12-31T23:59:00+00:00
3000518,LOC001,78,2026-12-31T23:59:00+00:00
3000519,LOC001,111,2026-12-31T23:59:00+00:00
3000520,LOC001,184,2026-12-31T23:59:00+00:00
3000521,LOC001,58,2026-12-31T23:59:00+00:00
3000522,LOC001,140,2026-12-31T23:59:00+00:00
3000523,LOC001,74,2026-12-31T23:59:00+00:00
3000524,LOC001,82,2026-12-31T23:59:00+00:00
3000525,LOC001,86,2026-12-31T23:59:00+00:00
3000526,LOC001,111,2026-12-31T23:59:00+00:00
3000527,LOC001,116,2026-12-31T23:59:00+00:00
3000528,LOC001,44,2026-12-31T23:59:00+00:00
3000529,LOC001,102,2026-12-31T23:59:00+00:00
3000530,LOC001,80,2026-12-31T23:59:00+00:00
3000531,LOC001,78,2026-12-31T23:59:00+00:00
3000532,LOC001,84,2026-12-31T23:59:00+00:00
3000533,LOC001,133,2026-12-31T23:59:00+00:00
3000534,LOC001,165,2026-12-31T23:59:00+00:00
3000535,LOC001,106,2026-12-31T23:59:00+00:00
3000536,LOC001,94,2026-12-31T23:59:00+00:00
3000537,LOC001,185,2026-12-31T23:59:00+00:00
3000538,LOC001,199,2026-12-31T23:59:00+00:00
3000539,LOC001,25,2026-12-31T23:59:00+00:00
3000540,LOC001,76,2026-12-31T23:59:00+00:00
3000541,LOC001,117,2026-12-31T23:59:00+00:00
3000542,LOC001,182,2026-12-31T23:59:00+00:00
3000543,LOC001,124,2026-12-31T23:59:00+00:00
3000544,LOC001,172,2026-12-31T23:59:00+00:00
3000545,LOC001,136,2026-12-31T23:59:00+00:00
3000546,LOC001,26,2026-12-31T23:59:00+00:00
3000547,LOC001,91,2026-12-31T23:59:00+00:00
3000548,LOC001,170,2026-12-31T23:59:00+00:00
3000549,LOC001,141,2026-12-31T23:59:00+00:00
3000550,LOC001,144,2026-12-31T23:59:00+00:00
3000551,LOC001,56,2026-12-31T23:59:00+00:00
3000552,LOC001,154,2026-12-31T23:59:00+00:00
3000553,LOC001,97,2026-12-31T23:59:00+00:00
3000554,LOC001,30,2026-12-31T23:59:00+00:00
3000555,LOC001,42,2026-12-31T23:59:00+00:00
3000556,LOC001,170,2026-12-31T23:59:00+00:00
3000557,LOC001,126,2026-12-31T23:59:00+00:00
3000558,LOC001,130,2026-12-31T23:59:00+00:00
3000559,LOC001,163,2026-12-31T23:59:00+00:00
3000560,LOC001,134,2026-12-31T23:59:00+00:00
3000561,LOC001,64,2026-12-31T23:59:00+00:00
3000562,LOC001,66,2026-12-31T23:59:00+00:00
3000563,LOC001,119,2026-12-31T23:59:00+00:00
3000564,LOC001,39,2026-12-31T23:59:00+00:00
3000565,LOC001,189,2026-12-31T23:59:00+00:00
3000566,LOC001,178,2026-12-31T23:59:00+00:00
3000567,LOC001,179,2026-12-31T23:59:00+00:00
3000568,LOC001,193,2026-12-31T23:59:00+00:00
3000569,LOC001,171,2026-12-31T23:59:00+00:00
3000570,LOC001,129,2026-12-31T23:59:00+00:00
3000571,LOC001,121,2026-12-31T23:59:00+00:00
3000572,LOC001,145,2026-12-31T23:59:00+00:00
3000573,LOC001,183,2026-12-31T23:59:00+00:00
3000574,LOC001,73,2026-12-31T23:59:00+00:00
3000575,LOC001,158,2026-12-31T23:59:00+00:00
3000576,LOC001,156,2026-12-31T23:59:00+00:00
3000577,LOC001,50,2026-12-31T23:59:00+00:00
3000578,LOC001,84,2026-12-31T23:59:00+00:00
3000579,LOC001,167,2026-12-31T23:59:00+00:00
3000580,LOC001,160,2026-12-31T23:59:00+00:00
3000581,LOC001,47,2026-12-31T23:59:00+00:00
3000582,LOC001,148,2026-12-31T23:59:00+00:00
3000583,LOC001,63,2026-12-31T23:59:00+00:00
3000584,LOC001,66,2026-12-31T23:59:00+00:00
3000585,LOC001,194,2026-12-31T23:59:00+00:00
3000586,LOC001,25,2026-12-31T23:59:00+00:00
3000587,LOC001,66,2026-12-31T23:59:00+00:00
3000588,LOC001,118,2026-12-31T23:59:00+00:00
3000589,LOC001,75,2026-12-31T23:59:00+00:00
3000590,LOC001,90,2026-12-31T23:59:00+00:00
3000591,LOC001,52,2026-12-31T23:59:00+00:00
3000592,LOC001,132,2026-12-31T23:59:00+00:00
3000593,LOC001,27,2026-12-31T23:59:00+00:00
3000594,LOC001,70,2026-12-31T23:59:00+00:00
3000595,LOC001,170,2026-12-31T23:59:00+00:00
3000596,LOC001,132,2026-12-31T23:59:00+00:00
3000597,LOC001,124,2026-12-31T23:59:00+00:00
3000598,LOC001,97,2026-12-31T23:59:00+00:00
3000599,LOC001,57,2026-12-31T23:59:00+00:00
3000600,LOC001,30,2026-12-31T23:59:00+00:00
3000601,LOC001,118,2026-12-31T23:59:00+00:00
3000602,LOC001,132,2026-12-31T23:59:00+00:00
3000603,LOC001,188,2026-12-31T23:59:00+00:00
3000604,LOC001,179,2026-12-31T23:59:00+00:00
3000605,LOC001,144,2026-12-31T23:59:00+00:00
3000606,LOC001,95,2026-12-31T23:59:00+00:00
3000607,LOC001,124,2026-12-31T23:59:00+00:00
3000608,LOC001,113,2026-12-31T23:59:00+00:00
3000609,LOC001,167,2026-12-31T23:59:00+00:00
3000610,LOC001,118,2026-12-31T23:59:00+00:00
3000611,LOC001,101,2026-12-31T23:59:00+00:00
3000612,LOC001,36,2026-12-31T23:59:00+00:00
3000613,LOC001,134,2026-12-31T23:59:00+00:00
3000614,LOC001,52,2026-12-31T23:59:00+00:00
3000615,LOC001,136,2026-12-31T23:59:00+00:00
3000616,LOC001,178,2026-12-31T23:59:00+00:00
3000617,LOC001,123,2026-12-31T23:59:00+00:00
3000618,LOC001,57,2026-12-31T23:59:00+00:00
3000619,LOC001,54,2026-12-31T23:59:00+00:00
3000620,LOC001,120,2026-12-31T23:59:00+00:00
3000621,LOC001,116,2026-12-31T23:59:00+00:00
3000622,LOC001,104,2026-12-31T23:59:00+00:00
3000623,LOC001,156,2026-12-31T23:59:00+00:00
3000624,LOC001,111,2026-12-31T23:59:00+00:00
3000625,LOC001,21,2026-12-31T23:59:00+00:00
3000626,LOC001,176,2026-12-31T23:59:00+00:00
3000627,LOC001,62,2026-12-31T23:59:00+00:00
3000628,LOC001,96,2026-12-31T23:59:00+00:00
3000629,LOC001,68,2026-12-31T23:59:00+00:00
3000630,LOC001,69,2026-12-31T23:59:00+00:00
3000631,LOC001,121,2026-12-31T23:59:00+00:00
3000632,LOC001,26,2026-12-31T23:59:00+00:00
3000633,LOC001,186,2026-12-31T23:59:00+00:00
3000634,LOC001,95,2026-12-31T23:59:00+00:00
3000635,LOC001,170,2026-12-31T23:59:00+00:00
3000636,LOC001,129,2026-12-31T23:59:00+00:00
3000637,LOC001,112,2026-12-31T23:59:00+00:00
3000638,LOC001,75,2026-12-31T23:59:00+00:00
3000639,LOC001,166,2026-12-31T23:59:00+00:00
3000640,LOC001,84,2026-12-31T23:59:00+00:00
3000641,LOC001,188,2026-12-31T23:59:00+00:00
3000642,LOC001,74,2026-12-31T23:59:00+00:00
3000643,LOC001,50,2026-12-31T23:59:00+00:00
3000644,LOC001,123,2026-12-31T23:59:00+00:00
3000645,LOC001,62,2026-12-31T23:59:00+00:00
3000646,LOC001,57,2026-12-31T23:59:00+00:00
3000647,LOC001,135,2026-12-31T23:59:00+00:00
3000648,LOC001,120,2026-12-31T23:59:00+00:00
3000649,LOC001,97,2026-12-31T23:59:00+00:00
3000650,LOC001,171,2026-12-31T23:59:00+00:00
3000651,LOC001,66,2026-12-31T23:59:00+00:00
3000652,LOC001,69,2026-12-31T23:59:00+00:00
3000653,LOC001,165,2026-12-31T23:59:00+00:00
3000654,LOC001,83,2026-12-31T23:59:00+00:00
3000655,LOC001,68,2026-12-31T23:59:00+00:00
3000656,LOC001,60,2026-12-31T23:59:00+00:00
3000657,LOC001,33,2026-12-31T23:59:00+00:00
3000658,LOC001,99,2026-12-31T23:59:00+00:00
3000659,LOC001,63,2026-12-31T23:59:00+00:00
3000660,LOC001,184,2026-12-31T23:59:00+00:00
3000661,LOC001,59,2026-12-31T23:59:00+00:00
3000662,LOC001,164,2026-12-31T23:59:00+00:00
3000663,LOC001,148,2026-12-31T23:59:00+00:00
3000664,LOC001,55,2026-12-31T23:59:00+00:00
3000665,LOC001,168,2026-12-31T23:59:00+00:00
3000666,LOC001,133,2026-12-31T23:59:00+00:00
3000667,LOC001,197,2026-12-31T23:59:00+00:00
3000668,LOC001,47,2026-12-31T23:59:00+00:00
3000669,LOC001,24,2026-12-31T23:59:00+00:00
3000670,LOC001,151,2026-12-31T23:59:00+00:00
3000671,LOC001,118,2026-12-31T23:59:00+00:00
3000672,LOC001,152,2026-12-31T23:59:00+00:00
3000673,LOC001,28,2026-12-31T23:59:00+00:00
3000674,LOC001,81,2026-12-31T23:59:00+00:00
3000675,LOC001,137,2026-12-31T23:59:00+00:00
3000676,LOC001,61,2026-12-31T23:59:00+00:00
3000677,LOC001,184,2026-12-31T23:59:00+00:00
3000678,LOC001,29,2026-12-31T23:59:00+00:00
3000679,LOC001,101,2026-12-31T23:59:00+00:00
3000680,LOC001,34,2026-12-31T23:59:00+00:00
3000681,LOC001,111,2026-12-31T23:59:00+00:00
3000682,LOC001,180,2026-12-31T23:59:00+00:00
3000683,LOC001,140,2026-12-31T23:59:00+00:00
3000684,LOC001,116,2026-12-31T23:59:00+00:00
3000685,LOC001,97,2026-12-31T23:59:00+00:00
3000686,LOC001,42,2026-12-31T23:59:00+00:00
3000687,LOC001,68,2026-12-31T23:59:00+00:00
3000688,LOC001,73,2026-12-31T23:59:00+00:00
3000689,LOC001,141,2026-12-31T23:59:00+00:00
3000690,LOC001,189,2026-12-31T23:59:00+00:00
3000691,LOC001,170,2026-12-31T23:59:00+00:00
3000692,LOC001,151,2026-12-31T23:59:00+00:00
3000693,LOC001,174,2026-12-31T23:59:00+00:00
3000694,LOC001,23,2026-12-31T23:59:00+00:00
3000695,LOC001,153,2026-12-31T23:59:00+00:00
3000696,LOC001,102,2026-12-31T23:59:00+00:00
3000697,LOC001,170,2026-12-31T23:59:00+00:00
3000698,LOC001,104,2026-12-31T23:59:00+00:00
3000699,LOC001,75,2026-12-31T23:59:00+00:00
3000700,LOC001,161,2026-12-31T23:59:00+00:00
3000701,LOC001,157,2026-12-31T23:59:00+00:00
3000702,LOC001,157,2026-12-31T23:59:00+00:00
3000703,LOC001,82,2026-12-31T23:59:00+00:00
3000704,LOC001,175,2026-12-31T23:59:00+00:00
3000705,LOC001,54,2026-12-31T23:59:00+00:00
3000706,LOC001,60,2026-12-31T23:59:00+00:00
3000707,LOC001,109,2026-12-31T23:59:00+00:00
3000708,LOC001,51,2026-12-31T23:59:00+00:00
3000709,LOC001,51,2026-12-31T23:59:00+00:00
3000710,LOC001,30,2026-12-31T23:59:00+00:00
3000711,LOC001,52,2026-12-31T23:59:00+00:00
3000712,LOC001,115,2026-12-31T23:59:00+00:00
3000713,LOC001,136,2026-12-31T23:59:00+00:00
3000714,LOC001,127,2026-12-31T23:59:00+00:00
3000715,LOC001,176,2026-12-31T23:59:00+00:00
3000716,LOC001,76,2026-12-31T23:59:00+00:00
3000717,LOC001,81,2026-12-31T23:59:00+00:00
3000718,LOC001,106,2026-12-31T23:59:00+00:00
3000719,LOC001,178,2026-12-31T23:59:00+00:00
3000720,LOC001,60,2026-12-31T23:59:00+00:00
3000721,LOC001,134,2026-12-31T23:59:00+00:00
3000722,LOC001,33,2026-12-31T23:59:00+00:00
3000723,LOC001,64,2026-12-31T23:59:00+00:00
3000724,LOC001,34,2026-12-31T23:59:00+00:00
3000725,LOC001,85,2026-12-31T23:59:00+00:00
3000726,LOC001,98,2026-12-31T23:59:00+00:00
3000727,LOC001,170,2026-12-31T23:59:00+00:00
3000728,LOC001,150,2026-12-31T23:59:00+00:00
3000729,LOC001,58,2026-12-31T23:59:00+00:00
3000730,LOC001,81,2026-12-31T23:59:00+00:00
3000731,LOC001,91,2026-12-31T23:59:00+00:00
3000732,LOC001,88,2026-12-31T23:59:00+00:00
3000733,LOC001,99,2026-12-31T23:59:00+00:00
3000734,LOC001,73,2026-12-31T23:59:00+00:00
3000735,LOC001,129,2026-12-31T23:59:00+00:00
3000736,LOC001,178,2026-12-31T23:59:00+00:00
3000737,LOC001,173,2026-12-31T23:59:00+00:00
3000738,LOC001,156,2026-12-31T23:59:00+00:00
3000739,LOC001,182,2026-12-31T23:59:00+00:00
3000740,LOC001,60,2026-12-31T23:59:00+00:00
3000741,LOC001,43,2026-12-31T23:59:00+00:00
3000742,LOC001,48,2026-12-31T23:59:00+00:00
3000743,LOC001,57,2026-12-31T23:59:00+00:00
3000744,LOC001,122,2026-12-31T23:59:00+00:00
3000745,LOC001,21,2026-12-31T23:59:00+00:00
3000746,LOC001,37,2026-12-31T23:59:00+00:00
3000747,LOC001,31,2026-12-31T23:59:00+00:00
3000748,LOC001,112,2026-12-31T23:59:00+00:00
3000749,LOC001,65,2026-12-31T23:59:00+00:00
3000750,LOC001,177,2026-12-31T23:59:00+00:00
3000751,LOC001,57,2026-12-31T23:59:00+00:00
3000752,LOC001,101,2026-12-31T23:59:00+00:00
3000753,LOC001,63,2026-12-31T23:59:00+00:00
3000754,LOC001,58,2026-12-31T23:59:00+00:00
3000755,LOC001,41,2026-12-31T23:59:00+00:00
3000756,LOC001,109,2026-12-31T23:59:00+00:00
3000757,LOC001,101,2026-12-31T23:59:00+00:00
3000758,LOC001,118,2026-12-31T23:59:00+00:00
3000759,LOC001,177,2026-12-31T23:59:00+00:00
3000760,LOC001,113,2026-12-31T23:59:00+00:00
3000761,LOC001,141,2026-12-31T23:59:00+00:00
3000762,LOC001,56,2026-12-31T23:59:00+00:00
3000763,LOC001,187,2026-12-31T23:59:00+00:00
3000764,LOC001,172,2026-12-31T23:59:00+00:00
3000765,LOC001,138,2026-12-31T23:59:00+00:00
3000766,LOC001,150,2026-12-31T23:59:00+00:00
3000767,LOC001,29,2026-12-31T23:59:00+00:00
3000768,LOC001,124,2026-12-31T23:59:00+00:00
3000769,LOC001,97,2026-12-31T23:59:00+00:00
3000770,LOC001,125,2026-12-31T23:59:00+00:00
3000771,LOC001,129,2026-12-31T23:59:00+00:00
3000772,LOC001,86,2026-12-31T23:59:00+00:00
3000773,LOC001,98,2026-12-31T23:59:00+00:00
3000774,LOC001,68,2026-12-31T23:59:00+00:00
3000775,LOC001,152,2026-12-31T23:59:00+00:00
3000776,LOC001,72,2026-12-31T23:59:00+00:00
3000777,LOC001,156,2026-12-31T23:59:00+00:00
3000778,LOC001,62,2026-12-31T23:59:00+00:00
3000779,LOC001,92,2026-12-31T23:59:00+00:00
3000780,LOC001,24,2026-12-31T23:59:00+00:00
3000781,LOC001,89,2026-12-31T23:59:00+00:00
3000782,LOC001,120,2026-12-31T23:59:00+00:00
3000783,LOC001,56,2026-12-31T23:59:00+00:00
3000784,LOC001,87,2026-12-31T23:59:00+00:00
3000785,LOC001,64,2026-12-31T23:59:00+00:00
3000786,LOC001,90,2026-12-31T23:59:00+00:00
3000787,LOC001,23,2026-12-31T23:59:00+00:00
3000788,LOC001,54,2026-12-31T23:59:00+00:00
3000789,LOC001,35,2026-12-31T23:59:00+00:00
3000790,LOC001,160,2026-12-31T23:59:00+00:00
3000791,LOC001,153,2026-12-31T23:59:00+00:00
3000792,LOC001,97,2026-12-31T23:59:00+00:00
3000793,LOC001,163,2026-12-31T23:59:00+00:00
3000794,LOC001,94,2026-12-31T23:59:00+00:00
3000795,LOC001,123,2026-12-31T23:59:00+00:00
3000796,LOC001,177,2026-12-31T23:59:00+00:00
3000797,LOC001,60,2026-12-31T23:59:00+00:00
3000798,LOC001,80,2026-12-31T23:59:00+00:00
3000799,LOC001,106,2026-12-31T23:59:00+00:00
3000800,LOC001,110,2026-12-31T23:59:00+00:00
3000801,LOC001,196,2026-12-31T23:59:00+00:00
3000802,LOC001,131,2026-12-31T23:59:00+00:00
3000803,LOC001,57,2026-12-31T23:59:00+00:00
3000804,LOC001,123,2026-12-31T23:59:00+00:00
3000805,LOC001,96,2026-12-31T23:59:00+00:00
3000806,LOC001,91,2026-12-31T23:59:00+00:00
3000807,LOC001,123,2026-12-31T23:59:00+00:00
3000808,LOC001,60,2026-12-31T23:59:00+00:00
3000809,LOC001,50,2026-12-31T23:59:00+00:00
3000810,LOC001,194,2026-12-31T23:59:00+00:00
3000811,LOC001,190,2026-12-31T23:59:00+00:00
3000812,LOC001,151,2026-12-31T23:59:00+00:00
3000813,LOC001,42,2026-12-31T23:59:00+00:00
3000814,LOC001,135,2026-12-31T23:59:00+00:00
3000815,LOC001,132,2026-12-31T23:59:00+00:00
3000816,LOC001,91,2026-12-31T23:59:00+00:00
3000817,LOC001,132,2026-12-31T23:59:00+00:00
3000818,LOC001,56,2026-12-31T23:59:00+00:00
3000819,LOC001,133,2026-12-31T23:59:00+00:00
3000820,LOC001,74,2026-12-31T23:59:00+00:00
3000821,LOC001,92,2026-12-31T23:59:00+00:00
3000822,LOC001,75,2026-12-31T23:59:00+00:00
3000823,LOC001,64,2026-12-31T23:59:00+00:00
3000824,LOC001,114,2026-12-31T23:59:00+00:00
3000825,LOC001,99,2026-12-31T23:59:00+00:00
3000826,LOC001,173,2026-12-31T23:59:00+00:00
3000827,LOC001,194,2026-12-31T23:59:00+00:00
3000828,LOC001,76,2026-12-31T23:59:00+00:00
3000829,LOC001,55,2026-12-31T23:59:00+00:00
3000830,LOC001,188,2026-12-31T23:59:00+00:00
3000831,LOC001,97,2026-12-31T23:59:00+00:00
3000832,LOC001,63,2026-12-31T23:59:00+00:00
3000833,LOC001,48,2026-12-31T23:59:00+00:00
3000834,LOC001,47,2026-12-31T23:59:00+00:00
3000835,LOC001,189,2026-12-31T23:59:00+00:00
3000836,LOC001,168,2026-12-31T23:59:00+00:00
3000837,LOC001,166,2026-12-31T23:59:00+00:00
3000838,LOC001,121,2026-12-31T23:59:00+00:00
3000839,LOC001,128,2026-12-31T23:59:00+00:00
3000840,LOC001,42,2026-12-31T23:59:00+00:00
3000841,LOC001,197,2026-12-31T23:59:00+00:00
3000842,LOC001,110,2026-12-31T23:59:00+00:00
3000843,LOC001,46,2026-12-31T23:59:00+00:00
3000844,LOC001,162,2026-12-31T23:59:00+00:00
3000845,LOC001,90,2026-12-31T23:59:00+00:00
3000846,LOC001,168,2026-12-31T23:59:00+00:00
3000847,LOC001,169,2026-12-31T23:59:00+00:00
3000848,LOC001,72,2026-12-31T23:59:00+00:00
3000849,LOC001,57,2026-12-31T23:59:00+00:00
3000850,LOC001,49,2026-12-31T23:59:00+00:00
3000851,LOC001,76,2026-12-31T23:59:00+00:00
3000852,LOC001,137,2026-12-31T23:59:00+00:00
3000853,LOC001,69,2026-12-31T23:59:00+00:00
3000854,LOC001,26,2026-12-31T23:59:00+00:00
3000855,LOC001,44,2026-12-31T23:59:00+00:00
3000856,LOC001,106,2026-12-31T23:59:00+00:00
3000857,LOC001,41,2026-12-31T23:59:00+00:00
3000858,LOC001,119,2026-12-31T23:59:00+00:00
3000859,LOC001,168,2026-12-31T23:59:00+00:00
3000860,LOC001,52,2026-12-31T23:59:00+00:00
3000861,LOC001,48,2026-12-31T23:59:00+00:00
3000862,LOC001,151,2026-12-31T23:59:00+00:00
3000863,LOC001,30,2026-12-31T23:59:00+00:00
3000864,LOC001,50,2026-12-31T23:59:00+00:00
3000865,LOC001,86,2026-12-31T23:59:00+00:00
3000866,LOC001,182,2026-12-31T23:59:00+00:00
3000867,LOC001,197,2026-12-31T23:59:00+00:00
3000868,LOC001,188,2026-12-31T23:59:00+00:00
3000869,LOC001,73,2026-12-31T23:59:00+00:00
3000870,LOC001,174,2026-12-31T23:59:00+00:00
3000871,LOC001,49,2026-12-31T23:59:00+00:00
3000872,LOC001,163,2026-12-31T23:59:00+00:00
3000873,LOC001,160,2026-12-31T23:59:00+00:00
3000874,LOC001,176,2026-12-31T23:59:00+00:00
3000875,LOC001,120,2026-12-31T23:59:00+00:00
3000876,LOC001,156,2026-12-31T23:59:00+00:00
3000877,LOC001,35,2026-12-31T23:59:00+00:00
3000878,LOC001,80,2026-12-31T23:59:00+00:00
3000879,LOC001,123,2026-12-31T23:59:00+00:00
3000880,LOC001,48,2026-12-31T23:59:00+00:00
3000881,LOC001,25,2026-12-31T23:59:00+00:00
3000882,LOC001,49,2026-12-31T23:59:00+00:00
3000883,LOC001,104,2026-12-31T23:59:00+00:00
3000884,LOC001,149,2026-12-31T23:59:00+00:00
3000885,LOC001,124,2026-12-31T23:59:00+00:00
3000886,LOC001,104,2026-12-31T23:59:00+00:00
3000887,LOC001,57,2026-12-31T23:59:00+00:00
3000888,LOC001,129,2026-12-31T23:59:00+00:00
3000889,LOC001,165,2026-12-31T23:59:00+00:00
3000890,LOC001,161,2026-12-31T23:59:00+00:00
3000891,LOC001,197,2026-12-31T23:59:00+00:00
3000892,LOC001,163,2026-12-31T23:59:00+00:00
3000893,LOC001,157,2026-12-31T23:59:00+00:00
3000894,LOC001,199,2026-12-31T23:59:00+00:00
3000895,LOC001,98,2026-12-31T23:59:00+00:00
3000896,LOC001,127,2026-12-31T23:59:00+00:00
3000897,LOC001,105,2026-12-31T23:59:00+00:00
3000898,LOC001,118,2026-12-31T23:59:00+00:00
3000899,LOC001,180,2026-12-31T23:59:00+00:00
3000900,LOC001,100,2026-12-31T23:59:00+00:00
3000901,LOC001,61,2026-12-31T23:59:00+00:00
3000902,LOC001,42,2026-12-31T23:59:00+00:00
3000903,LOC001,77,2026-12-31T23:59:00+00:00
3000904,LOC001,127,2026-12-31T23:59:00+00:00
3000905,LOC001,66,2026-12-31T23:59:00+00:00
3000906,LOC001,97,2026-12-31T23:59:00+00:00
3000907,LOC001,44,2026-12-31T23:59:00+00:00
3000908,LOC001,67,2026-12-31T23:59:00+00:00
3000909,LOC001,169,2026-12-31T23:59:00+00:00
3000910,LOC001,54,2026-12-31T23:59:00+00:00
3000911,LOC001,38,2026-12-31T23:59:00+00:00
3000912,LOC001,119,2026-12-31T23:59:00+00:00
3000913,LOC001,153,2026-12-31T23:59:00+00:00
3000914,LOC001,57,2026-12-31T23:59:00+00:00
3000915,LOC001,28,2026-12-31T23:59:00+00:00
3000916,LOC001,150,2026-12-31T23:59:00+00:00
3000917,LOC001,160,2026-12-31T23:59:00+00:00
3000918,LOC001,127,2026-12-31T23:59:00+00:00
3000919,LOC001,46,2026-12-31T23:59:00+00:00
3000920,LOC001,23,2026-12-31T23:59:00+00:00
3000921,LOC001,150,2026-12-31T23:59:00+00:00
3000922,LOC001,27,2026-12-31T23:59:00+00:00
3000923,LOC001,130,2026-12-31T23:59:00+00:00
3000924,LOC001,123,2026-12-31T23:59:00+00:00
3000925,LOC001,131,2026-12-31T23:59:00+00:00
3000926,LOC001,112,2026-12-31T23:59:00+00:00
3000927,LOC001,138,2026-12-31T23:59:00+00:00
3000928,LOC001,195,2026-12-31T23:59:00+00:00
3000929,LOC001,107,2026-12-31T23:59:00+00:00
3000930,LOC001,51,2026-12-31T23:59:00+00:00
3000931,LOC001,88,2026-12-31T23:59:00+00:00
3000932,LOC001,173,2026-12-31T23:59:00+00:00
3000933,LOC001,76,2026-12-31T23:59:00+00:00
3000934,LOC001,134,2026-12-31T23:59:00+00:00
3000935,LOC001,124,2026-12-31T23:59:00+00:00
3000936,LOC001,114,2026-12-31T23:59:00+00:00
3000937,LOC001,133,2026-12-31T23:59:00+00:00
3000938,LOC001,118,2026-12-31T23:59:00+00:00
3000939,LOC001,49,2026-12-31T23:59:00+00:00
3000940,LOC001,123,2026-12-31T23:59:00+00:00
3000941,LOC001,112,2026-12-31T23:59:00+00:00
3000942,LOC001,143,2026-12-31T23:59:00+00:00
3000943,LOC001,135,2026-12-31T23:59:00+00:00
3000944,LOC001,193,2026-12-31T23:59:00+00:00
3000945,LOC001,80,2026-12-31T23:59:00+00:00
3000946,LOC001,25,2026-12-31T23:59:00+00:00
3000947,LOC001,51,2026-12-31T23:59:00+00:00
3000948,LOC001,66,2026-12-31T23:59:00+00:00
3000949,LOC001,138,2026-12-31T23:59:00+00:00
3000950,LOC001,129,2026-12-31T23:59:00+00:00
3000951,LOC001,34,2026-12-31T23:59:00+00:00
3000952,LOC001,69,2026-12-31T23:59:00+00:00
3000953,LOC001,127,2026-12-31T23:59:00+00:00
3000954,LOC001,136,2026-12-31T23:59:00+00:00
3000955,LOC001,189,2026-12-31T23:59:00+00:00
3000956,LOC001,188,2026-12-31T23:59:00+00:00
3000957,LOC001,65,2026-12-31T23:59:00+00:00
3000958,LOC001,32,2026-12-31T23:59:00+00:00
3000959,LOC001,24,2026-12-31T23:59:00+00:00
3000960,LOC001,73,2026-12-31T23:59:00+00:00
3000961,LOC001,167,2026-12-31T23:59:00+00:00
3000962,LOC001,186,2026-12-31T23:59:00+00:00
3000963,LOC001,106,2026-12-31T23:59:00+00:00
3000964,LOC001,159,2026-12-31T23:59:00+00:00
3000965,LOC001,103,2026-12-31T23:59:00+00:00
3000966,LOC001,175,2026-12-31T23:59:00+00:00
3000967,LOC001,51,2026-12-31T23:59:00+00:00
3000968,LOC001,134,2026-12-31T23:59:00+00:00
3000969,LOC001,156,2026-12-31T23:59:00+00:00
3000970,LOC001,163,2026-12-31T23:59:00+00:00
3000971,LOC001,25,2026-12-31T23:59:00+00:00
3000972,LOC001,190,2026-12-31T23:59:00+00:00
3000973,LOC001,105,2026-12-31T23:59:00+00:00
3000974,LOC001,37,2026-12-31T23:59:00+00:00
3000975,LOC001,102,2026-12-31T23:59:00+00:00
3000976,LOC001,31,2026-12-31T23:59:00+00:00
3000977,LOC001,179,2026-12-31T23:59:00+00:00
3000978,LOC001,99,2026-12-31T23:59:00+00:00
3000979,LOC001,92,2026-12-31T23:59:00+00:00
3000980,LOC001,84,2026-12-31T23:59:00+00:00
3000981,LOC001,175,2026-12-31T23:59:00+00:00
3000982,LOC001,24,2026-12-31T23:59:00+00:00
3000983,LOC001,95,2026-12-31T23:59:00+00:00
3000984,LOC001,61,2026-12-31T23:59:00+00:00
3000985,LOC001,107,2026-12-31T23:59:00+00:00
3000986,LOC001,90,2026-12-31T23:59:00+00:00
3000987,LOC001,104,2026-12-31T23:59:00+00:00
3000988,LOC001,140,2026-12-31T23:59:00+00:00
3000989,LOC001,168,2026-12-31T23:59:00+00:00
3000990,LOC001,87,2026-12-31T23:59:00+00:00
3000991,LOC001,94,2026-12-31T23:59:00+00:00
3000992,LOC001,196,2026-12-31T23:59:00+00:00
3000993,LOC001,131,2026-12-31T23:59:00+00:00
3000994,LOC001,94,2026-12-31T23:59:00+00:00
3000995,LOC001,74,2026-12-31T23:59:00+00:00
3000996,LOC001,57,2026-12-31T23:59:00+00:00
3000997,LOC001,189,2026-12-31T23:59:00+00:00
3000998,LOC001,65,2026-12-31T23:59:00+00:00
3000999,LOC001,194,2026-12-31T23:59:00+00:00
3001000,LOC001,158,2026-12-31T23:59:00+00:00
3001001,LOC001,109,2026-12-31T23:59:00+00:00
3001002,LOC001,94,2026-12-31T23:59:00+00:00
3001003,LOC001,156,2026-12-31T23:59:00+00:00
3001004,LOC001,131,2026-12-31T23:59:00+00:00
