id,product_id,title,sku,price,compare_at_price,option1,option2,option3,inventory_item_id,inventory_quantity,requires_shipping,taxable,barcode,weight,weight_unit,created_at,updated_at
2000325,1000069,XXL / Camel,OJ-0069-XXL-CAM,129.39,,XXL,Camel,,3000325,109,True,True,NW10000692000325,1.08,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000326,1000069,XXL / Navy,OJ-0069-XXL-NAV,112.95,,XXL,Navy,,3000326,171,True,True,NW10000692000326,1.24,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000327,1000070,XS / Gray,OJ-0070-XS-GRA,158.06,,XS,Gray,,3000327,124,True,True,NW10000702000327,0.48,kg,2024-12-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000328,1000071,XS / Gray,OJ-0071-XS-GRA,190.39,,XS,Gray,,3000328,43,True,True,NW10000712000328,0.43,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000329,1000071,XS / Navy,OJ-0071-XS-NAV,315.69,,XS,Navy,,3000329,64,True,True,NW10000712000329,0.57,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000330,1000071,XS / Camel,OJ-0071-XS-CAM,204.07,,XS,Camel,,3000330,127,True,True,NW10000712000330,0.56,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000331,1000071,S / Gray,OJ-0071-S-GRA,253.53,,S,Gray,,3000331,46,True,True,NW10000712000331,0.98,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000332,1000071,S / Navy,OJ-0071-S-NAV,253.67,,S,Navy,,3000332,78,True,True,NW10000712000332,0.37,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000333,1000071,S / Camel,OJ-0071-S-CAM,241.67,,S,Camel,,3000333,149,True,True,NW10000712000333,1.03,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000334,1000071,M / Gray,OJ-0071-M-GRA,317.65,,M,Gray,,3000334,102,True,True,NW10000712000334,1.46,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000335,1000071,M / Navy,OJ-0071-M-NAV,251.37,,M,Navy,,3000335,178,True,True,NW10000712000335,0.25,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000336,1000071,M / Camel,OJ-0071-M-CAM,143.87,,M,Camel,,3000336,75,True,True,NW10000712000336,1.0,kg,2024-02-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000337,1000072,XS / Brown,OJ-0072-XS-BRO,281.37,,XS,Brown,,3000337,166,True,True,NW10000722000337,1.23,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000338,1000072,XS / Navy,OJ-0072-XS-NAV,108.82,,XS,Navy,,3000338,80,True,True,NW10000722000338,1.47,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000339,1000072,S / Brown,OJ-0072-S-BRO,257.89,,S,Brown,,3000339,120,True,True,NW10000722000339,0.35,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000340,1000072,S / Navy,OJ-0072-S-NAV,234.06,,S,Navy,,3000340,21,True,True,NW10000722000340,0.47,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000341,1000072,M / Brown,OJ-0072-M-BRO,270.39,,M,Brown,,3000341,125,True,True,NW10000722000341,1.11,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000342,1000072,M / Navy,OJ-0072-M-NAV,241.29,,M,Navy,,3000342,129,True,True,NW10000722000342,0.51,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000343,1000072,L / Brown,OJ-0072-L-BRO,231.94,,L,Brown,,3000343,140,True,True,NW10000722000343,0.27,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000344,1000072,L / Navy,OJ-0072-L-NAV,170.49,,L,Navy,,3000344,91,True,True,NW10000722000344,0.88,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000345,1000072,XL / Brown,OJ-0072-XL-BRO,301.23,,XL,Brown,,3000345,180,True,True,NW10000722000345,1.22,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000346,1000072,XL / Navy,OJ-0072-XL-NAV,288.71,,XL,Navy,,3000346,56,True,True,NW10000722000346,0.38,kg,2024-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000347,1000073,XS / Navy,OC-0073-XS-NAV,208.84,,XS,Navy,,3000347,76,True,True,NW10000732000347,0.87,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000348,1000073,XS / Charcoal,OC-0073-XS-CHA,538.23,,XS,Charcoal,,3000348,178,True,True,NW10000732000348,1.35,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000349,1000073,S / Navy,OC-0073-S-NAV,285.48,,S,Navy,,3000349,116,True,True,NW10000732000349,0.41,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000350,1000073,S / Charcoal,OC-0073-S-CHA,324.35,,S,Charcoal,,3000350,82,True,True,NW10000732000350,1.1,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000351,1000073,M / Navy,OC-0073-M-NAV,508.15,,M,Navy,,3000351,77,True,True,NW10000732000351,0.57,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000352,1000073,M / Charcoal,OC-0073-M-CHA,335.17,,M,Charcoal,,3000352,65,True,True,NW10000732000352,1.24,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000353,1000073,L / Navy,OC-0073-L-NAV,186.81,,L,Navy,,3000353,183,True,True,NW10000732000353,0.79,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000354,1000073,L / Charcoal,OC-0073-L-CHA,485.48,,L,Charcoal,,3000354,47,True,True,NW10000732000354,0.42,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000355,1000073,XL / Navy,OC-0073-XL-NAV,250.14,,XL,Navy,,3000355,41,True,True,NW10000732000355,1.15,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000356,1000073,XL / Charcoal,OC-0073-XL-CHA,280.14,,XL,Charcoal,,3000356,186,True,True,NW10000732000356,0.84,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000357,1000073,XXL / Navy,OC-0073-XXL-NAV,484.5,,XXL,Navy,,3000357,66,True,True,NW10000732000357,0.36,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000358,1000073,XXL / Charcoal,OC-0073-XXL-CHA,202.67,,XXL,Charcoal,,3000358,144,True,True,NW10000732000358,1.14,kg,2022-10-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000359,1000074,XS / Cream,OC-0074-XS-CRE,312.35,,XS,Cream,,3000359,173,True,True,NW10000742000359,0.76,kg,2024-08-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000360,1000074,XS / Camel,OC-0074-XS-CAM,342.12,,XS,Camel,,3000360,176,True,True,NW10000742000360,0.76,kg,2024-08-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000361,1000074,XS / Charcoal,OC-0074-XS-CHA,427.44,,XS,Charcoal,,3000361,84,True,True,NW10000742000361,1.5,kg,2024-08-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000362,1000075,XS / Camel,OC-0075-XS-CAM,384.82,,XS,Camel,,3000362,181,True,True,NW10000752000362,0.51,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000363,1000075,XS / Black,OC-0075-XS-BLA,356.31,,XS,Black,,3000363,183,True,True,NW10000752000363,0.26,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000364,1000075,XS / Cream,OC-0075-XS-CRE,322.01,,XS,Cream,,3000364,96,True,True,NW10000752000364,0.94,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000365,1000075,S / Camel,OC-0075-S-CAM,537.92,,S,Camel,,3000365,162,True,True,NW10000752000365,1.16,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000366,1000075,S / Black,OC-0075-S-BLA,286.68,,S,Black,,3000366,173,True,True,NW10000752000366,0.87,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000367,1000075,S / Cream,OC-0075-S-CRE,230.07,,S,Cream,,3000367,53,True,True,NW10000752000367,0.6,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000368,1000076,XS / Charcoal,OC-0076-XS-CHA,227.0,,XS,Charcoal,,3000368,178,True,True,NW10000762000368,0.33,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000369,1000076,XS / Camel,OC-0076-XS-CAM,435.02,,XS,Camel,,3000369,127,True,True,NW10000762000369,0.25,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000370,1000076,S / Charcoal,OC-0076-S-CHA,185.03,,S,Charcoal,,3000370,34,True,True,NW10000762000370,0.87,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000371,1000076,S / Camel,OC-0076-S-CAM,424.37,,S,Camel,,3000371,154,True,True,NW10000762000371,1.37,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000372,1000076,M / Charcoal,OC-0076-M-CHA,525.29,,M,Charcoal,,3000372,187,True,True,NW10000762000372,0.71,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000373,1000076,M / Camel,OC-0076-M-CAM,379.63,,M,Camel,,3000373,41,True,True,NW10000762000373,0.67,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000374,1000076,L / Charcoal,OC-0076-L-CHA,375.37,,L,Charcoal,,3000374,117,True,True,NW10000762000374,0.75,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000375,1000076,L / Camel,OC-0076-L-CAM,359.48,,L,Camel,,3000375,23,True,True,NW10000762000375,1.12,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000376,1000076,XL / Charcoal,OC-0076-XL-CHA,307.68,,XL,Charcoal,,3000376,187,True,True,NW10000762000376,0.62,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000377,1000076,XL / Camel,OC-0076-XL-CAM,359.92,,XL,Camel,,3000377,174,True,True,NW10000762000377,0.97,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000378,1000076,XXL / Charcoal,OC-0076-XXL-CHA,187.73,,XXL,Charcoal,,3000378,74,True,True,NW10000762000378,1.09,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000379,1000076,XXL / Camel,OC-0076-XXL-CAM,474.91,,XXL,Camel,,3000379,171,True,True,NW10000762000379,0.36,kg,2024-03-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000380,1000077,XS / Navy,OC-0077-XS-NAV,462.41,,XS,Navy,,3000380,70,True,True,NW10000772000380,1.28,kg,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000381,1000077,S / Navy,OC-0077-S-NAV,465.4,,S,Navy,,3000381,25,True,True,NW10000772000381,1.25,kg,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000382,1000077,M / Navy,OC-0077-M-NAV,292.04,,M,Navy,,3000382,45,True,True,NW10000772000382,0.24,kg,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000383,1000077,L / Navy,OC-0077-L-NAV,207.01,,L,Navy,,3000383,48,True,True,NW10000772000383,0.78,kg,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000384,1000077,XL / Navy,OC-0077-XL-NAV,408.55,,XL,Navy,,3000384,106,True,True,NW10000772000384,0.25,kg,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000385,1000078,XS / Camel,OC-0078-XS-CAM,368.1,,XS,Camel,,3000385,178,True,True,NW10000782000385,1.17,kg,2024-02-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000386,1000078,XS / Black,OC-0078-XS-BLA,460.71,,XS,Black,,3000386,85,True,True,NW10000782000386,0.26,kg,2024-02-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000387,1000078,S / Camel,OC-0078-S-CAM,221.9,,S,Camel,,3000387,85,True,True,NW10000782000387,1.48,kg,2024-02-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000388,1000078,S / Black,OC-0078-S-BLA,518.66,,S,Black,,3000388,105,True,True,NW10000782000388,0.61,kg,2024-02-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000389,1000078,M / Camel,OC-0078-M-CAM,348.89,,M,Camel,,3000389,188,True,True,NW10000782000389,0.82,kg,2024-02-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000390,1000078,M / Black,OC-0078-M-BLA,329.46,,M,Black,,3000390,123,True,True,NW10000782000390,0.72,kg,2024-02-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000391,1000079,XS / Black,OC-0079-XS-BLA,330.99,,XS,Black,,3000391,150,True,True,NW10000792000391,0.25,kg,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000392,1000079,XS / Camel,OC-0079-XS-CAM,484.91,,XS,Camel,,3000392,154,True,True,NW10000792000392,1.48,kg,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000393,1000080,XS / Black,OC-0080-XS-BLA,448.38,,XS,Black,,3000393,105,True,True,NW10000802000393,0.98,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000394,1000080,S / Black,OC-0080-S-BLA,316.89,,S,Black,,3000394,58,True,True,NW10000802000394,1.33,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000395,1000080,M / Black,OC-0080-M-BLA,219.13,,M,Black,,3000395,115,True,True,NW10000802000395,0.32,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000396,1000080,L / Black,OC-0080-L-BLA,493.98,,L,Black,,3000396,36,True,True,NW10000802000396,1.26,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000397,1000081,XS / Charcoal,OC-0081-XS-CHA,447.77,,XS,Charcoal,,3000397,89,True,True,NW10000812000397,1.18,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000398,1000081,XS / Black,OC-0081-XS-BLA,353.53,,XS,Black,,3000398,192,True,True,NW10000812000398,0.74,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000399,1000081,XS / Navy,OC-0081-XS-NAV,319.76,,XS,Navy,,3000399,59,True,True,NW10000812000399,0.81,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000400,1000081,S / Charcoal,OC-0081-S-CHA,481.26,,S,Charcoal,,3000400,137,True,True,NW10000812000400,0.43,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000401,1000081,S / Black,OC-0081-S-BLA,513.36,,S,Black,,3000401,67,True,True,NW10000812000401,1.09,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000402,1000081,S / Navy,OC-0081-S-NAV,449.44,,S,Navy,,3000402,37,True,True,NW10000812000402,0.75,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000403,1000081,M / Charcoal,OC-0081-M-CHA,221.82,,M,Charcoal,,3000403,68,True,True,NW10000812000403,1.45,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000404,1000081,M / Black,OC-0081-M-BLA,413.47,,M,Black,,3000404,170,True,True,NW10000812000404,0.55,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000405,1000081,M / Navy,OC-0081-M-NAV,400.11,,M,Navy,,3000405,86,True,True,NW10000812000405,0.36,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000406,1000081,L / Charcoal,OC-0081-L-CHA,345.15,,L,Charcoal,,3000406,70,True,True,NW10000812000406,1.4,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000407,1000081,L / Black,OC-0081-L-BLA,342.87,,L,Black,,3000407,59,True,True,NW10000812000407,0.94,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000408,1000081,L / Navy,OC-0081-L-NAV,400.59,,L,Navy,,3000408,23,True,True,NW10000812000408,0.59,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000409,1000081,XL / Charcoal,OC-0081-XL-CHA,379.4,,XL,Charcoal,,3000409,171,True,True,NW10000812000409,0.84,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000410,1000081,XL / Black,OC-0081-XL-BLA,498.65,,XL,Black,,3000410,158,True,True,NW10000812000410,0.76,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000411,1000081,XL / Navy,OC-0081-XL-NAV,202.47,,XL,Navy,,3000411,118,True,True,NW10000812000411,0.96,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000412,1000081,XXL / Charcoal,OC-0081-XXL-CHA,290.52,,XXL,Charcoal,,3000412,191,True,True,NW10000812000412,0.41,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000413,1000081,XXL / Black,OC-0081-XXL-BLA,394.67,,XXL,Black,,3000413,167,True,True,NW10000812000413,1.41,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000414,1000081,XXL / Navy,OC-0081-XXL-NAV,347.86,,XXL,Navy,,3000414,93,True,True,NW10000812000414,0.34,kg,2023-01-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000415,1000082,XS / Navy,OC-0082-XS-NAV,467.48,,XS,Navy,,3000415,133,True,True,NW10000822000415,1.19,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000416,1000082,S / Navy,OC-0082-S-NAV,442.93,,S,Navy,,3000416,160,True,True,NW10000822000416,0.89,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000417,1000082,M / Navy,OC-0082-M-NAV,360.36,,M,Navy,,3000417,36,True,True,NW10000822000417,0.9,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000418,1000082,L / Navy,OC-0082-L-NAV,342.94,,L,Navy,,3000418,116,True,True,NW10000822000418,0.67,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000419,1000082,XL / Navy,OC-0082-XL-NAV,334.62,,XL,Navy,,3000419,162,True,True,NW10000822000419,0.89,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000420,1000082,XXL / Navy,OC-0082-XXL-NAV,233.69,,XXL,Navy,,3000420,97,True,True,NW10000822000420,0.56,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000421,1000083,XS / Cream,OC-0083-XS-CRE,406.06,,XS,Cream,,3000421,192,True,True,NW10000832000421,1.08,kg,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000422,1000083,XS / Navy,OC-0083-XS-NAV,388.04,,XS,Navy,,3000422,58,True,True,NW10000832000422,1.06,kg,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000423,1000083,XS / Black,OC-0083-XS-BLA,535.91,,XS,Black,,3000423,23,True,True,NW10000832000423,0.63,kg,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000424,1000083,S / Cream,OC-0083-S-CRE,275.17,,S,Cream,,3000424,195,True,True,NW10000832000424,0.39,kg,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000425,1000083,S / Navy,OC-0083-S-NAV,465.82,,S,Navy,,3000425,30,True,True,NW10000832000425,0.26,kg,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000426,1000083,S / Black,OC-0083-S-BLA,390.48,,S,Black,,3000426,160,True,True,NW10000832000426,0.26,kg,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000427,1000084,XS / Navy,OC-0084-XS-NAV,457.22,,XS,Navy,,3000427,193,True,True,NW10000842000427,0.8,kg,2023-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000428,1000084,XS / Camel,OC-0084-XS-CAM,246.21,,XS,Camel,,3000428,167,True,True,NW10000842000428,0.74,kg,2023-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000429,1000085,XS / Navy,OC-0085-XS-NAV,183.82,,XS,Navy,,3000429,64,True,True,NW10000852000429,0.27,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000430,1000085,S / Navy,OC-0085-S-NAV,383.26,,S,Navy,,3000430,166,True,True,NW10000852000430,0.46,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000431,1000085,M / Navy,OC-0085-M-NAV,459.82,,M,Navy,,3000431,28,True,True,NW10000852000431,0.4,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000432,1000086,XS / Camel,OC-0086-XS-CAM,538.59,,XS,Camel,,3000432,167,True,True,NW10000862000432,0.63,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000433,1000086,XS / Cream,OC-0086-XS-CRE,530.29,,XS,Cream,,3000433,128,True,True,NW10000862000433,1.25,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000434,1000086,XS / Black,OC-0086-XS-BLA,211.36,,XS,Black,,3000434,94,True,True,NW10000862000434,1.33,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000435,1000086,S / Camel,OC-0086-S-CAM,367.61,,S,Camel,,3000435,158,True,True,NW10000862000435,0.5,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000436,1000086,S / Cream,OC-0086-S-CRE,505.78,,S,Cream,,3000436,56,True,True,NW10000862000436,0.49,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000437,1000086,S / Black,OC-0086-S-BLA,526.95,,S,Black,,3000437,73,True,True,NW10000862000437,0.88,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000438,1000086,M / Camel,OC-0086-M-CAM,268.33,,M,Camel,,3000438,97,True,True,NW10000862000438,0.4,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000439,1000086,M / Cream,OC-0086-M-CRE,406.07,,M,Cream,,3000439,49,True,True,NW10000862000439,1.14,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000440,1000086,M / Black,OC-0086-M-BLA,515.17,,M,Black,,3000440,112,True,True,NW10000862000440,1.15,kg,2024-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000441,1000087,XS / Charcoal,OC-0087-XS-CHA,487.55,,XS,Charcoal,,3000441,55,True,True,NW10000872000441,0.49,kg,2022-12-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000442,1000087,XS / Camel,OC-0087-XS-CAM,490.43,,XS,Camel,,3000442,114,True,True,NW10000872000442,0.25,kg,2022-12-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000443,1000087,XS / Cream,OC-0087-XS-CRE,347.35,,XS,Cream,,3000443,143,True,True,NW10000872000443,0.57,kg,2022-12-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000444,1000088,XS / Charcoal,OC-0088-XS-CHA,375.55,,XS,Charcoal,,3000444,32,True,True,NW10000882000444,0.97,kg,2024-05-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000445,1000088,XS / Navy,OC-0088-XS-NAV,392.71,,XS,Navy,,3000445,132,True,True,NW10000882000445,0.86,kg,2024-05-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000446,1000088,XS / Cream,OC-0088-XS-CRE,300.87,,XS,Cream,,3000446,136,True,True,NW10000882000446,1.2,kg,2024-05-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000447,1000089,XS / Charcoal,OC-0089-XS-CHA,412.72,,XS,Charcoal,,3000447,125,True,True,NW10000892000447,0.23,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000448,1000089,XS / Cream,OC-0089-XS-CRE,360.4,,XS,Cream,,3000448,173,True,True,NW10000892000448,1.32,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000449,1000089,S / Charcoal,OC-0089-S-CHA,475.75,,S,Charcoal,,3000449,68,True,True,NW10000892000449,1.34,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000450,1000089,S / Cream,OC-0089-S-CRE,508.66,,S,Cream,,3000450,32,True,True,NW10000892000450,0.38,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000451,1000090,XS / Navy,OC-0090-XS-NAV,414.95,,XS,Navy,,3000451,24,True,True,NW10000902000451,0.92,kg,2023-07-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000452,1000090,S / Navy,OC-0090-S-NAV,490.84,,S,Navy,,3000452,117,True,True,NW10000902000452,0.5,kg,2023-07-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000453,1000091,XS / Black,OC-0091-XS-BLA,198.64,,XS,Black,,3000453,160,True,True,NW10000912000453,1.02,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000454,1000091,XS / Cream,OC-0091-XS-CRE,194.2,,XS,Cream,,3000454,145,True,True,NW10000912000454,1.31,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000455,1000091,S / Black,OC-0091-S-BLA,405.75,,S,Black,,3000455,168,True,True,NW10000912000455,0.67,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000456,1000091,S / Cream,OC-0091-S-CRE,345.88,,S,Cream,,3000456,89,True,True,NW10000912000456,1.44,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000457,1000092,XS / Camel,OC-0092-XS-CAM,449.96,,XS,Camel,,3000457,197,True,True,NW10000922000457,0.64,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000458,1000092,XS / Cream,OC-0092-XS-CRE,490.25,,XS,Cream,,3000458,35,True,True,NW10000922000458,1.05,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000459,1000092,XS / Navy,OC-0092-XS-NAV,263.26,,XS,Navy,,3000459,152,True,True,NW10000922000459,1.08,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000460,1000092,S / Camel,OC-0092-S-CAM,408.97,,S,Camel,,3000460,35,True,True,NW10000922000460,1.35,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000461,1000092,S / Cream,OC-0092-S-CRE,506.09,,S,Cream,,3000461,34,True,True,NW10000922000461,1.04,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000462,1000092,S / Navy,OC-0092-S-NAV,241.0,,S,Navy,,3000462,115,True,True,NW10000922000462,1.34,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000463,1000092,M / Camel,OC-0092-M-CAM,295.47,,M,Camel,,3000463,180,True,True,NW10000922000463,1.35,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
2000464,1000092,M / Cream,OC-0092-M-CRE,186.69,,M,Cream,,3000464,108,True,True,NW10000922000464,1.45,kg,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
