id,sku,cost,tracked,country_code_of_origin,created_at,updated_at
3000921,TT-0157-M-CRE,20.29,True,CN,2024-04-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000922,TT-0157-L-CRE,11.59,True,IN,2024-04-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000923,TT-0157-XL-CRE,13.02,True,CN,2024-04-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000924,TT-0158-XS-NAV,20.03,True,BD,2024-02-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000925,TT-0158-S-NAV,13.89,True,CN,2024-02-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000926,TT-0158-M-NAV,11.33,True,PT,2024-02-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000927,TT-0158-L-NAV,13.53,True,VN,2024-02-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000928,TT-0158-XL-NAV,13.58,True,VN,2024-02-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000929,TT-0159-XS-SAG,10.67,True,BD,2024-06-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000930,TT-0159-S-SAG,20.13,True,PT,2024-06-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000931,TT-0159-M-SAG,20.73,True,BD,2024-06-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000932,TT-0159-L-SAG,19.86,True,VN,2024-06-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000933,TT-0159-XL-SAG,13.48,True,PT,2024-06-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000934,TT-0160-XS-SAG,19.02,True,PT,2024-03-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000935,TT-0160-XS-TER,12.73,True,BD,2024-03-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000936,TT-0160-S-SAG,15.71,True,VN,2024-03-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000937,TT-0160-S-TER,21.5,True,VN,2024-03-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000938,TT-0161-XS-BLA,21.45,True,BD,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000939,TT-0161-XS-SKY,19.52,True,CN,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000940,TT-0161-XS-TER,17.85,True,IN,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000941,TT-0161-S-BLA,20.83,True,BD,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000942,TT-0161-S-SKY,18.03,True,IN,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000943,TT-0161-S-TER,17.75,True,PT,2022-12-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000944,TT-0162-XS-GRA,12.74,True,BD,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000945,TT-0162-S-GRA,17.68,True,PT,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000946,TT-0162-M-GRA,16.69,True,PT,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000947,TT-0162-L-GRA,21.44,True,BD,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000948,TT-0162-XL-GRA,20.06,True,PT,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000949,TT-0162-XXL-GRA,18.23,True,IN,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000950,TT-0163-XS-SAG,11.27,True,PT,2024-05-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000951,TT-0163-S-SAG,11.78,True,BD,2024-05-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000952,TT-0163-M-SAG,19.27,True,PT,2024-05-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000953,TT-0164-XS-CRE,19.09,True,IN,2024-05-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000954,TT-0165-XS-GRA,20.01,True,BD,2023-10-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000955,TT-0165-XS-SAG,18.46,True,VN,2023-10-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000956,TT-0165-XS-SKY,19.6,True,IN,2023-10-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000957,TT-0166-XS-CRE,14.68,True,IN,2022-11-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000958,TT-0166-XS-SAG,13.06,True,IN,2022-11-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000959,TT-0166-XS-GRA,15.44,True,PT,2022-11-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000960,TT-0167-XS-CRE,11.1,True,BD,2023-02-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000961,TT-0167-XS-BLA,14.17,True,PT,2023-02-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000962,TT-0167-S-CRE,14.96,True,BD,2023-02-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000963,TT-0167-S-BLA,16.04,True,BD,2023-02-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000964,TT-0167-M-CRE,20.95,True,IN,2023-02-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000965,TT-0167-M-BLA,21.61,True,IN,2023-02-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000966,TT-0168-XS-NAV,16.38,True,CN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000967,TT-0168-XS-WHI,18.2,True,CN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000968,TT-0168-S-NAV,15.34,True,VN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000969,TT-0168-S-WHI,18.1,True,IN,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000970,TT-0169-XS-GRA,20.07,True,VN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000971,TT-0169-S-GRA,19.2,True,BD,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000972,TT-0169-M-GRA,20.46,True,VN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000973,TT-0169-L-GRA,14.38,True,CN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000974,TT-0169-XL-GRA,14.86,True,BD,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000975,TT-0169-XXL-GRA,19.86,True,VN,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000976,TT-0170-XS-SKY,12.18,True,IN,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000977,TT-0170-S-SKY,18.17,True,BD,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000978,TT-0170-M-SKY,10.69,True,BD,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000979,TT-0171-XS-CRE,15.28,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000980,TT-0171-XS-BLA,18.04,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000981,TT-0172-XS-GRA,12.2,True,PT,2022-07-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000982,TT-0172-S-GRA,12.18,True,PT,2022-07-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000983,TT-0172-M-GRA,11.37,True,VN,2022-07-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000984,TT-0172-L-GRA,15.77,True,IN,2022-07-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000985,TT-0173-XS-NAV,14.21,True,IN,2024-04-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000986,TT-0173-S-NAV,11.56,True,BD,2024-04-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000987,TT-0173-M-NAV,13.62,True,PT,2024-04-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000988,TT-0173-L-NAV,12.85,True,BD,2024-04-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000989,TT-0173-XL-NAV,20.08,True,VN,2024-04-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000990,TT-0173-XXL-NAV,11.9,True,PT,2024-04-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000991,TT-0174-XS-SKY,15.5,True,CN,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000992,TT-0174-S-SKY,15.64,True,BD,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000993,TT-0174-M-SKY,22.02,True,CN,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000994,TT-0174-L-SKY,18.05,True,IN,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000995,TT-0174-XL-SKY,12.21,True,PT,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000996,TT-0175-XS-NAV,11.6,True,VN,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000997,TT-0175-XS-BLA,15.33,True,BD,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000998,TT-0175-S-NAV,20.64,True,VN,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3000999,TT-0175-S-BLA,14.95,True,IN,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001000,TT-0175-M-NAV,10.89,True,BD,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001001,TT-0175-M-BLA,15.22,True,VN,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001002,TT-0175-L-NAV,20.66,True,PT,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001003,TT-0175-L-BLA,19.41,True,PT,2024-02-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001004,TT-0176-XS-WHI,19.03,True,CN,2024-04-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001005,TT-0177-XS-SKY,20.07,True,CN,2024-10-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001006,TT-0177-XS-NAV,21.18,True,BD,2024-10-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001007,TT-0177-S-SKY,20.65,True,IN,2024-10-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001008,TT-0177-S-NAV,21.36,True,PT,2024-10-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001009,TT-0177-M-SKY,18.13,True,VN,2024-10-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001010,TT-0177-M-NAV,12.06,True,VN,2024-10-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001011,TT-0178-XS-NAV,17.46,True,BD,2023-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001012,TT-0178-XS-WHI,21.65,True,PT,2023-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001013,TT-0178-S-NAV,10.79,True,BD,2023-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001014,TT-0178-S-WHI,14.86,True,BD,2023-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001015,TT-0179-XS-SKY,21.5,True,CN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001016,TT-0179-XS-BLA,20.06,True,CN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001017,TT-0179-S-SKY,18.08,True,VN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001018,TT-0179-S-BLA,18.91,True,IN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001019,TT-0179-M-SKY,13.59,True,CN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001020,TT-0179-M-BLA,10.97,True,VN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001021,TT-0179-L-SKY,12.64,True,PT,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001022,TT-0179-L-BLA,21.78,True,CN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001023,TT-0179-XL-SKY,15.15,True,CN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001024,TT-0179-XL-BLA,15.52,True,IN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001025,TT-0179-XXL-SKY,16.7,True,PT,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001026,TT-0179-XXL-BLA,21.79,True,IN,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001027,TT-0180-XS-SKY,15.74,True,IN,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001028,TT-0180-XS-NAV,16.25,True,VN,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001029,TT-0180-S-SKY,13.93,True,VN,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001030,TT-0180-S-NAV,15.83,True,IN,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001031,TT-0180-M-SKY,20.1,True,BD,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001032,TT-0180-M-NAV,21.57,True,PT,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001033,TT-0180-L-SKY,18.45,True,IN,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001034,TT-0180-L-NAV,17.03,True,CN,2022-12-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001035,TT-0181-XS-NAV,19.75,True,PT,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001036,TT-0181-XS-TER,18.0,True,BD,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001037,TT-0181-S-NAV,14.03,True,IN,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001038,TT-0181-S-TER,18.89,True,PT,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001039,TT-0181-M-NAV,11.53,True,IN,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001040,TT-0181-M-TER,12.18,True,BD,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001041,TT-0181-L-NAV,13.25,True,CN,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001042,TT-0181-L-TER,16.51,True,PT,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001043,TT-0181-XL-NAV,16.5,True,IN,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001044,TT-0181-XL-TER,13.84,True,CN,2023-04-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001045,TT-0182-XS-SKY,11.58,True,VN,2024-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001046,TT-0182-S-SKY,14.79,True,IN,2024-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001047,TT-0183-XS-TER,13.56,True,CN,2024-12-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001048,TT-0183-XS-CRE,11.5,True,PT,2024-12-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001049,TT-0184-XS-SAG,15.14,True,CN,2023-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001050,TT-0184-XS-NAV,19.66,True,BD,2023-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001051,TT-0184-XS-CRE,20.53,True,CN,2023-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001052,TT-0185-XS-BLA,10.73,True,CN,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001053,TT-0185-XS-GRA,16.85,True,CN,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001054,TT-0185-S-BLA,16.17,True,CN,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001055,TT-0185-S-GRA,16.05,True,PT,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001056,TT-0185-M-BLA,10.96,True,PT,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001057,TT-0185-M-GRA,13.98,True,CN,2022-08-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001058,TT-0186-XS-CRE,21.81,True,IN,2023-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001059,TT-0186-XS-BLA,18.68,True,IN,2023-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001060,TT-0186-XS-GRA,21.44,True,VN,2023-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001061,TT-0186-S-CRE,15.16,True,CN,2023-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001062,TT-0186-S-BLA,17.77,True,VN,2023-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001063,TT-0186-S-GRA,16.74,True,CN,2023-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001064,TT-0187-XS-SKY,16.5,True,VN,2023-02-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001065,TT-0187-S-SKY,18.25,True,CN,2023-02-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001066,TT-0188-XS-TER,20.3,True,VN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001067,TT-0188-XS-SAG,21.91,True,VN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001068,TT-0188-S-TER,19.3,True,BD,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001069,TT-0188-S-SAG,19.24,True,BD,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001070,TT-0188-M-TER,19.12,True,BD,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001071,TT-0188-M-SAG,11.26,True,CN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001072,TT-0188-L-TER,17.06,True,VN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001073,TT-0188-L-SAG,18.28,True,CN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001074,TT-0188-XL-TER,14.22,True,VN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001075,TT-0188-XL-SAG,20.24,True,CN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001076,TT-0188-XXL-TER,20.09,True,VN,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001077,TT-0188-XXL-SAG,20.95,True,BD,2022-12-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001078,TT-0189-XS-NAV,17.64,True,IN,2023-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001079,TT-0189-XS-SAG,14.95,True,VN,2023-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001080,TT-0189-S-NAV,16.79,True,VN,2023-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001081,TT-0189-S-SAG,15.71,True,IN,2023-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001082,TT-0189-M-NAV,14.87,True,CN,2023-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001083,TT-0189-M-SAG,14.9,True,IN,2023-06-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001084,TS-0190-XS-SLA,58.4,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001085,TS-0190-XS-CAM,46.59,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001086,TS-0190-XS-BUR,28.36,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001087,TS-0190-S-SLA,40.62,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001088,TS-0190-S-CAM,41.13,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001089,TS-0190-S-BUR,32.34,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001090,TS-0190-M-SLA,57.99,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001091,TS-0190-M-CAM,34.42,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001092,TS-0190-M-BUR,41.77,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001093,TS-0190-L-SLA,48.87,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001094,TS-0190-L-CAM,42.21,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001095,TS-0190-L-BUR,50.0,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001096,TS-0190-XL-SLA,47.87,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001097,TS-0190-XL-CAM,34.55,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001098,TS-0190-XL-BUR,40.04,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001099,TS-0190-XXL-SLA,41.9,True,PT,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001100,TS-0190-XXL-CAM,36.85,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001101,TS-0190-XXL-BUR,41.05,True,CN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001102,TS-0191-XS-CAM,31.75,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001103,TS-0191-XS-SLA,41.22,True,VN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001104,TS-0191-XS-CHA,55.04,True,BD,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001105,TS-0191-S-CAM,54.94,True,VN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001106,TS-0191-S-SLA,33.41,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001107,TS-0191-S-CHA,54.91,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001108,TS-0191-M-CAM,51.32,True,BD,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001109,TS-0191-M-SLA,60.66,True,CN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001110,TS-0191-M-CHA,34.3,True,PT,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001111,TS-0191-L-CAM,46.96,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001112,TS-0191-L-SLA,36.73,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001113,TS-0191-L-CHA,42.78,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001114,TS-0191-XL-CAM,50.81,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001115,TS-0191-XL-SLA,48.81,True,IN,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001116,TS-0191-XL-CHA,53.01,True,BD,2024-03-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001117,TS-0192-XS-CAM,31.69,True,PT,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001118,TS-0192-XS-CHA,28.17,True,CN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001119,TS-0192-S-CAM,45.13,True,PT,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001120,TS-0192-S-CHA,35.28,True,CN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001121,TS-0192-M-CAM,37.42,True,CN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001122,TS-0192-M-CHA,41.45,True,VN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001123,TS-0192-L-CAM,57.75,True,CN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001124,TS-0192-L-CHA,46.74,True,VN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001125,TS-0192-XL-CAM,33.45,True,PT,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001126,TS-0192-XL-CHA,53.34,True,VN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001127,TS-0192-XXL-CAM,36.47,True,BD,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001128,TS-0192-XXL-CHA,47.47,True,CN,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001129,TS-0193-XS-BUR,33.51,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001130,TS-0193-XS-FOR,48.88,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001131,TS-0193-S-BUR,49.68,True,BD,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001132,TS-0193-S-FOR,46.69,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001133,TS-0193-M-BUR,38.04,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001134,TS-0193-M-FOR,55.87,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001135,TS-0193-L-BUR,29.03,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001136,TS-0193-L-FOR,51.32,True,IN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001137,TS-0193-XL-BUR,28.07,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001138,TS-0193-XL-FOR,59.87,True,VN,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001139,TS-0194-XS-FOR,33.41,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001140,TS-0194-XS-BUR,40.21,True,BD,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001141,TS-0194-S-FOR,35.61,True,VN,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001142,TS-0194-S-BUR,40.85,True,PT,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001143,TS-0195-XS-BUR,41.46,True,BD,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001144,TS-0195-XS-FOR,54.66,True,BD,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001145,TS-0195-XS-CRE,58.22,True,VN,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001146,TS-0195-S-BUR,32.58,True,PT,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001147,TS-0195-S-FOR,59.13,True,CN,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001148,TS-0195-S-CRE,30.78,True,PT,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001149,TS-0195-M-BUR,31.01,True,VN,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001150,TS-0195-M-FOR,59.58,True,VN,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001151,TS-0195-M-CRE,38.21,True,BD,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001152,TS-0195-L-BUR,59.15,True,IN,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001153,TS-0195-L-FOR,33.38,True,PT,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001154,TS-0195-L-CRE,56.65,True,PT,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
3001155,TS-0195-XL-BUR,57.45,True,PT,2024-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
